gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation
gene-GSTz1,375.2401247174865,1.5289739079441866,0.6212336195931176,2.910233951515861,0.0036115830207679,0.0114653976241362,up
gene-LOC142977345,66324.26494108443,2.260873233808275,1.1117099963630497,2.909712085183746,0.0036176184606155,0.0114809061543413,up
gene-LOC142972794,4916.828387823673,-1.7868420367192015,0.779246376684064,-2.9092080026327034,0.0036234569371723,0.0114957799395795,down
gene-LOC142979173,250.4592704637044,1.0118114008440435,0.370959137781885,2.9088043397180017,0.0036281384925772,0.0115069749902807,up
gene-LOC142978208,557.4855807113676,-2.466027656215707,1.3069623264322616,-2.908269572302125,0.0036343490275529,0.0115230106874225,down
gene-LOC142980930,845.4469939871742,2.604779102464999,1.4697007473992787,2.906503320940236,0.0036549301927386,0.0115845850281754,up
gene-Ubr3,397.64429726982667,-1.599160545480465,0.6653631316000171,-2.9062657675529557,0.0036577063438944,0.0115860257119678,down
gene-tna,433.1241438050802,-1.6185671360769094,0.6766923006436,-2.9063422272353168,0.0036568125939432,0.0115860257119678,down
gene-wge,113.1278374818008,-0.8914157380895283,0.3223428958302899,-2.906012568252299,0.0036606674508322,0.0115865636891182,down
gene-xit,102.24881647769124,1.3345424149362932,0.5206600144226423,2.9059654347793176,0.0036612189064258,0.0115865636891182,up
gene-LOC142973162,73.4931254431805,2.134818131316538,1.0230995171958304,2.905953481590561,0.0036613587692093,0.0115865636891182,up
gene-LOC142977797,2133.75475972471,1.471654950268558,0.5906825399939745,2.90539138342194,0.0036679412988461,0.0116037154053194,up
gene-Vps52,379.3488447021281,0.9233613874038744,0.3346794495496766,2.9044565767422323,0.0036789123161098,0.0116347350529443,up
gene-LOC142984719,554.806193988132,-1.4265172778480184,0.5712422989735249,-2.903966699976189,0.003684673482561,0.0116492638674191,down
gene-LOC142984613,503.3340885749562,2.696620365167992,1.5907352709537124,2.903849329415147,0.0036860550295681,0.0116499414978214,up
gene-LOC142984437,150.20363221725913,-1.3025048431664403,0.5069747314441735,-2.903491110829749,0.0036902744664857,0.0116595851377,down
gene-nwk,11.241374791172312,-2.4913596879625164,1.2335255804841296,-2.9033281578371377,0.0036921953335374,0.0116619625392523,down
gene-LOC142974748,96.83151152058194,-1.4508777091995984,0.5827079378992527,-2.902527340052327,0.0037016484788608,0.011688121944799,down
gene-Tace,227.30634955834705,-1.3527696728574328,0.5330381050896479,-2.9015627230080105,0.0037130643823928,0.0117204603417655,down
gene-LOC142972601,26.186612348109488,-2.15602885459122,1.025680413779765,-2.900657167861424,0.0037238104256775,0.0117506645142864,down
gene-LOC142984444,416.4357857624046,-2.300069947471953,1.1632784746705331,-2.8987799246182218,0.0037461774004654,0.01181750841784,down
gene-LOC142981635,108.93981521611056,1.5622099799045657,0.6439960109952809,2.898083973517425,0.0037545004965854,0.0118400219451562,up
gene-LOC142985273,200.03114828341805,-1.007708267185806,0.3720854294780448,-2.897513894838345,0.0037613307638298,0.011857815020147,down
gene-LOC142978446,135.16785800467977,1.8272269225424167,0.8057790137436475,2.8973899024584115,0.0037628178446411,0.0118587574699598,up
gene-LOC142982327,1826.0451718463707,-2.5106424615594243,1.3703061174599784,-2.8967553664390584,0.0037704364086402,0.0118790169806307,down
gene-Spase22-23,8919.638868465308,0.8501322936088922,0.3061333640206748,2.894976031986823,0.003791874841041,0.0119427904034176,up
