gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation
gene-Srp14,1142.0819029707811,2.239415342502804,0.2953949237408489,7.822693874399316,5.170473510499076e-15,7.036669749555209e-13,up
gene-eEF1delta,8307.787933684132,2.180829386579694,0.288019385842832,7.805297210982956,5.936148300425096e-15,7.972403381899863e-13,up
gene-eIF4B,1362.9173525191768,-3.220628079478682,0.4320453098426393,-7.789298843854421,6.7382064129231305e-15,8.93206140996187e-13,down
gene-LOC142975164,1404.353971914764,-4.253562555415047,0.5773121815066251,-7.761760650194485,8.375836692672765e-15,1.096053399001422e-12,down
gene-Pfdn5,1208.4748088371834,2.5473251838191606,0.340521746844231,7.758640307430886,8.584473752712103e-15,1.1091357416953472e-12,up
gene-Tctp,88761.43475456814,2.445529097537529,0.3281068128949542,7.748650875185003,9.287397640933173e-15,1.184955846512561e-12,up
gene-LOC142972324,496.8018698617543,1.9823333293536565,0.2644442103486598,7.711615381610999,1.2423506580797512e-14,1.546423556953661e-12,up
gene-LOC142983444,399.1405623297584,-3.1682921296995765,0.4302124269259043,-7.712273636837436,1.2359577171139056e-14,1.546423556953661e-12,down
gene-mTor,205.84692480880588,-2.5464255393411173,0.3428825983676594,-7.698869299797839,1.3727549019074136e-14,1.6881577450324065e-12,down
gene-kug,205.50801517948307,-5.002628720321175,0.6921634498695838,-7.668516722069706,1.7399668089201782e-14,2.11426681174384e-12,down
gene-LOC142980057,11160.080694084552,3.0144309685290143,0.411364033056593,7.651299678891895,1.9895806612516354e-14,2.389135271693581e-12,up
gene-LOC142973627,204.63710834236528,2.680813756761231,0.3673308443715822,7.596780520616743,3.0358878311928384e-14,3.603175243370384e-12,up
gene-Wnk,985.0393099691292,-4.4558459237990204,0.6216249127261898,-7.57801872155771,3.5087177834303587e-14,4.116492231663641e-12,down
gene-LOC142978573,698.5019492132975,-2.301680447002494,0.3147997552544082,-7.5719591773504575,3.676370050751711e-14,4.264171489548035e-12,down
