sample,label,cycle,stage,mean_phred
ID-8,Benzamidine_R3,29,before,39.594
ID-8,Benzamidine_R3,30,before,39.632
ID-8,Benzamidine_R3,31,before,39.6168
ID-8,Benzamidine_R3,32,before,39.49
ID-8,Benzamidine_R3,33,before,39.3356
ID-8,Benzamidine_R3,34,before,39.5727
ID-8,Benzamidine_R3,35,before,39.5351
ID-8,Benzamidine_R3,36,before,39.6115
ID-8,Benzamidine_R3,37,before,39.641
ID-8,Benzamidine_R3,38,before,39.6219
ID-8,Benzamidine_R3,39,before,39.6383
ID-8,Benzamidine_R3,40,before,39.5352
ID-8,Benzamidine_R3,41,before,39.4622
ID-8,Benzamidine_R3,42,before,39.3929
ID-8,Benzamidine_R3,43,before,39.4361
ID-8,Benzamidine_R3,44,before,35.6287
ID-8,Benzamidine_R3,45,before,36.3026
ID-8,Benzamidine_R3,46,before,30.1712
ID-8,Benzamidine_R3,47,before,39.0624
ID-8,Benzamidine_R3,48,before,31.992
ID-8,Benzamidine_R3,49,before,30.3421
ID-8,Benzamidine_R3,50,before,33.0868
ID-8,Benzamidine_R3,51,before,33.7565
ID-8,Benzamidine_R3,52,before,29.7839
ID-8,Benzamidine_R3,53,before,33.8721
ID-8,Benzamidine_R3,54,before,29.5646
ID-8,Benzamidine_R3,55,before,31.8393
ID-8,Benzamidine_R3,56,before,30.0137
ID-8,Benzamidine_R3,57,before,32.5296
ID-8,Benzamidine_R3,58,before,36.7531
ID-8,Benzamidine_R3,59,before,29.5339
ID-8,Benzamidine_R3,60,before,32.2656
ID-8,Benzamidine_R3,61,before,28.6001
ID-8,Benzamidine_R3,62,before,29.0117
ID-8,Benzamidine_R3,63,before,31.6538
ID-8,Benzamidine_R3,64,before,34.5411
ID-8,Benzamidine_R3,65,before,28.4643
ID-8,Benzamidine_R3,66,before,28.5394
ID-8,Benzamidine_R3,67,before,31.6899
ID-8,Benzamidine_R3,68,before,32.0174
ID-8,Benzamidine_R3,69,before,31.8691
ID-8,Benzamidine_R3,70,before,30.3886
ID-8,Benzamidine_R3,71,before,29.1844
ID-8,Benzamidine_R3,72,before,29.9326
ID-8,Benzamidine_R3,73,before,32.6736
ID-8,Benzamidine_R3,74,before,33.4381
ID-8,Benzamidine_R3,75,before,33.7707
ID-8,Benzamidine_R3,76,before,34.009
ID-8,Benzamidine_R3,77,before,34.2831
ID-8,Benzamidine_R3,78,before,34.579
ID-8,Benzamidine_R3,79,before,35.0366
ID-8,Benzamidine_R3,80,before,35.464
ID-8,Benzamidine_R3,81,before,35.7498
ID-8,Benzamidine_R3,82,before,36.1612
ID-8,Benzamidine_R3,83,before,36.5001
ID-8,Benzamidine_R3,84,before,36.8372
ID-8,Benzamidine_R3,85,before,37.2951
ID-8,Benzamidine_R3,86,before,37.455
ID-8,Benzamidine_R3,87,before,37.6344
ID-8,Benzamidine_R3,88,before,37.7801
ID-8,Benzamidine_R3,89,before,37.9821
ID-8,Benzamidine_R3,90,before,38.1014
ID-8,Benzamidine_R3,91,before,38.26
ID-8,Benzamidine_R3,92,before,38.3174
ID-8,Benzamidine_R3,93,before,38.4084
ID-8,Benzamidine_R3,94,before,38.5468
ID-8,Benzamidine_R3,95,before,38.6112
ID-8,Benzamidine_R3,96,before,38.6683
ID-8,Benzamidine_R3,97,before,38.7307
ID-8,Benzamidine_R3,98,before,38.7743
ID-8,Benzamidine_R3,99,before,38.8521
ID-8,Benzamidine_R3,100,before,38.881
ID-8,Benzamidine_R3,101,before,38.894
ID-8,Benzamidine_R3,102,before,38.9184
ID-8,Benzamidine_R3,103,before,38.938
ID-8,Benzamidine_R3,104,before,38.9841
ID-8,Benzamidine_R3,105,before,39.0094
ID-8,Benzamidine_R3,106,before,38.9982
ID-8,Benzamidine_R3,107,before,39.0176
ID-8,Benzamidine_R3,108,before,39.0461
ID-8,Benzamidine_R3,109,before,39.0598
ID-8,Benzamidine_R3,110,before,39.0737
ID-8,Benzamidine_R3,111,before,39.0747
ID-8,Benzamidine_R3,112,before,39.0922
ID-8,Benzamidine_R3,113,before,39.1305
ID-8,Benzamidine_R3,114,before,39.1458
ID-8,Benzamidine_R3,115,before,39.1359
ID-8,Benzamidine_R3,116,before,39.1327
ID-8,Benzamidine_R3,117,before,39.1524
ID-8,Benzamidine_R3,118,before,39.1781
ID-8,Benzamidine_R3,119,before,39.1682
ID-8,Benzamidine_R3,120,before,39.1707
ID-8,Benzamidine_R3,121,before,39.1707
ID-8,Benzamidine_R3,122,before,39.2049
ID-8,Benzamidine_R3,123,before,39.1965
ID-8,Benzamidine_R3,124,before,39.186
ID-8,Benzamidine_R3,125,before,39.1902
ID-8,Benzamidine_R3,126,before,39.2085
ID-8,Benzamidine_R3,127,before,39.2022
ID-8,Benzamidine_R3,128,before,39.1836
ID-8,Benzamidine_R3,129,before,39.1647
ID-8,Benzamidine_R3,130,before,39.1757
ID-8,Benzamidine_R3,131,before,39.164
ID-8,Benzamidine_R3,132,before,39.1449
ID-8,Benzamidine_R3,133,before,39.1299
ID-8,Benzamidine_R3,134,before,39.125
ID-8,Benzamidine_R3,135,before,39.1094
ID-8,Benzamidine_R3,136,before,39.0843
ID-8,Benzamidine_R3,137,before,39.0671
ID-8,Benzamidine_R3,138,before,39.0451
ID-8,Benzamidine_R3,139,before,39.0773
ID-8,Benzamidine_R3,140,before,39.0698
ID-8,Benzamidine_R3,141,before,39.0419
ID-8,Benzamidine_R3,142,before,39.0607
ID-8,Benzamidine_R3,143,before,39.0573
ID-8,Benzamidine_R3,144,before,39.0351
ID-8,Benzamidine_R3,145,before,39.0185
ID-8,Benzamidine_R3,146,before,39.039
ID-8,Benzamidine_R3,147,before,39.0153
ID-8,Benzamidine_R3,148,before,38.9896
ID-8,Benzamidine_R3,149,before,38.9827
ID-8,Benzamidine_R3,150,before,38.9869
ID-8,Benzamidine_R3,151,before,38.8791
ID-8,Benzamidine_R3,1,after,38.9154
ID-8,Benzamidine_R3,2,after,39.1203
ID-8,Benzamidine_R3,3,after,39.3218
ID-8,Benzamidine_R3,4,after,39.3928
ID-8,Benzamidine_R3,5,after,39.3639
ID-8,Benzamidine_R3,6,after,39.3345
ID-8,Benzamidine_R3,7,after,39.3084
ID-8,Benzamidine_R3,8,after,39.34
ID-8,Benzamidine_R3,9,after,39.3639
ID-8,Benzamidine_R3,10,after,39.363
ID-8,Benzamidine_R3,11,after,39.3663
ID-8,Benzamidine_R3,12,after,39.3722
ID-8,Benzamidine_R3,13,after,39.4006
ID-8,Benzamidine_R3,14,after,39.3912
ID-8,Benzamidine_R3,15,after,39.3814
ID-8,Benzamidine_R3,16,after,39.5874
ID-8,Benzamidine_R3,17,after,39.603
ID-8,Benzamidine_R3,18,after,39.6083
ID-8,Benzamidine_R3,19,after,39.5981
ID-8,Benzamidine_R3,20,after,39.5858
ID-8,Benzamidine_R3,21,after,39.5933
ID-8,Benzamidine_R3,22,after,39.6125
ID-8,Benzamidine_R3,23,after,39.6142
ID-8,Benzamidine_R3,24,after,39.6083
ID-8,Benzamidine_R3,25,after,39.6016
ID-8,Benzamidine_R3,26,after,39.5895
ID-8,Benzamidine_R3,27,after,39.5903
ID-8,Benzamidine_R3,28,after,39.5904
ID-8,Benzamidine_R3,29,after,39.6011
ID-8,Benzamidine_R3,30,after,39.5793
ID-8,Benzamidine_R3,31,after,39.5806
ID-8,Benzamidine_R3,32,after,39.5953
ID-8,Benzamidine_R3,33,after,39.5902
ID-8,Benzamidine_R3,34,after,39.5785
ID-8,Benzamidine_R3,35,after,39.5695
ID-8,Benzamidine_R3,36,after,39.572
ID-8,Benzamidine_R3,37,after,39.5857
ID-8,Benzamidine_R3,38,after,39.6013
ID-8,Benzamidine_R3,39,after,39.5854
ID-8,Benzamidine_R3,40,after,39.5788
ID-8,Benzamidine_R3,41,after,39.5843
ID-8,Benzamidine_R3,42,after,39.5656
ID-8,Benzamidine_R3,43,after,39.5936
ID-8,Benzamidine_R3,44,after,39.5877
ID-8,Benzamidine_R3,45,after,39.5604
ID-8,Benzamidine_R3,46,after,39.5794
ID-8,Benzamidine_R3,47,after,39.5716
ID-8,Benzamidine_R3,48,after,39.5816
ID-8,Benzamidine_R3,49,after,39.5756
ID-8,Benzamidine_R3,50,after,39.5637
ID-8,Benzamidine_R3,51,after,39.565
ID-8,Benzamidine_R3,52,after,39.5606
ID-8,Benzamidine_R3,53,after,39.5792
ID-8,Benzamidine_R3,54,after,39.5799
ID-8,Benzamidine_R3,55,after,39.5692
ID-8,Benzamidine_R3,56,after,39.5678
ID-8,Benzamidine_R3,57,after,39.5463
ID-8,Benzamidine_R3,58,after,39.5524
ID-8,Benzamidine_R3,59,after,39.5743
ID-8,Benzamidine_R3,60,after,39.5589
ID-8,Benzamidine_R3,61,after,39.5489
ID-8,Benzamidine_R3,62,after,39.5366
ID-8,Benzamidine_R3,63,after,39.5286
ID-8,Benzamidine_R3,64,after,39.5567
ID-8,Benzamidine_R3,65,after,39.5481
ID-8,Benzamidine_R3,66,after,39.5434
ID-8,Benzamidine_R3,67,after,39.5389
ID-8,Benzamidine_R3,68,after,39.5334
ID-8,Benzamidine_R3,69,after,39.5467
ID-8,Benzamidine_R3,70,after,39.5488
ID-8,Benzamidine_R3,71,after,39.5396
ID-8,Benzamidine_R3,72,after,39.5288
ID-8,Benzamidine_R3,73,after,39.5333
ID-8,Benzamidine_R3,74,after,39.5391
ID-8,Benzamidine_R3,75,after,39.5293
ID-8,Benzamidine_R3,76,after,39.5317
ID-8,Benzamidine_R3,77,after,39.5207
ID-8,Benzamidine_R3,78,after,39.5062
ID-8,Benzamidine_R3,79,after,39.5322
ID-8,Benzamidine_R3,80,after,39.5293
ID-8,Benzamidine_R3,81,after,39.5182
ID-8,Benzamidine_R3,82,after,39.5109
ID-8,Benzamidine_R3,83,after,39.5136
ID-8,Benzamidine_R3,84,after,39.4382
ID-8,Benzamidine_R3,85,after,39.5247
ID-8,Benzamidine_R3,86,after,39.5105
ID-8,Benzamidine_R3,87,after,39.5003
ID-8,Benzamidine_R3,88,after,39.5022
ID-8,Benzamidine_R3,89,after,39.5092
ID-8,Benzamidine_R3,90,after,39.5008
ID-8,Benzamidine_R3,91,after,39.5055
ID-8,Benzamidine_R3,92,after,39.4929
ID-8,Benzamidine_R3,93,after,39.4781
ID-8,Benzamidine_R3,94,after,39.5015
ID-8,Benzamidine_R3,95,after,39.4996
ID-8,Benzamidine_R3,96,after,39.4889
ID-8,Benzamidine_R3,97,after,39.482
ID-8,Benzamidine_R3,98,after,39.4794
ID-8,Benzamidine_R3,99,after,39.5029
ID-8,Benzamidine_R3,100,after,39.4966
ID-8,Benzamidine_R3,101,after,39.4801
ID-8,Benzamidine_R3,102,after,39.4767
ID-8,Benzamidine_R3,103,after,39.4741
ID-8,Benzamidine_R3,104,after,39.4967
ID-8,Benzamidine_R3,105,after,39.4891
ID-8,Benzamidine_R3,106,after,39.469
ID-8,Benzamidine_R3,107,after,39.4686
ID-8,Benzamidine_R3,108,after,39.4782
ID-8,Benzamidine_R3,109,after,39.4786
ID-8,Benzamidine_R3,110,after,39.4767
ID-8,Benzamidine_R3,111,after,39.4628
ID-8,Benzamidine_R3,112,after,39.4667
ID-8,Benzamidine_R3,113,after,39.4854
ID-8,Benzamidine_R3,114,after,39.484
ID-8,Benzamidine_R3,115,after,39.4629
ID-8,Benzamidine_R3,116,after,39.4496
ID-8,Benzamidine_R3,117,after,39.4603
ID-8,Benzamidine_R3,118,after,39.4784
ID-8,Benzamidine_R3,119,after,39.4623
ID-8,Benzamidine_R3,120,after,39.4571
ID-8,Benzamidine_R3,121,after,39.4519
ID-8,Benzamidine_R3,122,after,39.4815
ID-8,Benzamidine_R3,123,after,39.4671
ID-8,Benzamidine_R3,124,after,39.4552
ID-8,Benzamidine_R3,125,after,39.4566
ID-8,Benzamidine_R3,126,after,39.4725
ID-8,Benzamidine_R3,127,after,39.4653
ID-8,Benzamidine_R3,128,after,39.4468
ID-8,Benzamidine_R3,129,after,39.4348
ID-8,Benzamidine_R3,130,after,39.454
ID-8,Benzamidine_R3,131,after,39.4542
ID-8,Benzamidine_R3,132,after,39.4496
ID-8,Benzamidine_R3,133,after,39.4493
ID-8,Benzamidine_R3,134,after,39.4606
ID-8,Benzamidine_R3,135,after,39.4602
ID-8,Benzamidine_R3,136,after,39.4541
ID-8,Benzamidine_R3,137,after,39.4459
ID-8,Benzamidine_R3,138,after,39.4317
ID-8,Benzamidine_R3,139,after,39.4706
ID-8,Benzamidine_R3,140,after,39.4622
ID-8,Benzamidine_R3,141,after,39.4381
ID-8,Benzamidine_R3,142,after,39.4579
ID-8,Benzamidine_R3,143,after,39.4581
ID-8,Benzamidine_R3,144,after,39.4422
ID-8,Benzamidine_R3,145,after,39.4316
ID-8,Benzamidine_R3,146,after,39.4585
ID-8,Benzamidine_R3,147,after,39.4461
ID-8,Benzamidine_R3,148,after,39.4269
ID-8,Benzamidine_R3,149,after,39.4323
ID-8,Benzamidine_R3,150,after,39.4477
ID-8,Benzamidine_R3,151,after,39.2801
ID-9,SKTI_R1,1,before,39.0128
ID-9,SKTI_R1,2,before,39.2525
ID-9,SKTI_R1,3,before,39.4375
ID-9,SKTI_R1,4,before,39.4364
ID-9,SKTI_R1,5,before,39.3819
ID-9,SKTI_R1,6,before,39.4229
ID-9,SKTI_R1,7,before,39.292
ID-9,SKTI_R1,8,before,39.391
ID-9,SKTI_R1,9,before,39.4508
ID-9,SKTI_R1,10,before,39.4429
ID-9,SKTI_R1,11,before,39.4951
ID-9,SKTI_R1,12,before,39.4103
ID-9,SKTI_R1,13,before,39.4685
ID-9,SKTI_R1,14,before,39.4982
ID-9,SKTI_R1,15,before,39.4917
ID-9,SKTI_R1,16,before,39.5514
ID-9,SKTI_R1,17,before,39.5572
ID-9,SKTI_R1,18,before,39.5516
ID-9,SKTI_R1,19,before,39.5693
ID-9,SKTI_R1,20,before,39.5629
ID-9,SKTI_R1,21,before,39.5674
ID-9,SKTI_R1,22,before,39.5522
ID-9,SKTI_R1,23,before,39.5503
ID-9,SKTI_R1,24,before,39.5602
ID-9,SKTI_R1,25,before,39.5733
ID-9,SKTI_R1,26,before,39.5619
ID-9,SKTI_R1,27,before,39.5123
ID-9,SKTI_R1,28,before,39.5141
ID-9,SKTI_R1,29,before,39.5422
ID-9,SKTI_R1,30,before,39.532
ID-9,SKTI_R1,31,before,39.5504
ID-9,SKTI_R1,32,before,39.4833
ID-9,SKTI_R1,33,before,39.4736
ID-9,SKTI_R1,34,before,39.501
ID-9,SKTI_R1,35,before,39.3736
ID-9,SKTI_R1,36,before,39.5066
ID-9,SKTI_R1,37,before,39.5135
ID-9,SKTI_R1,38,before,39.4779
ID-9,SKTI_R1,39,before,39.5093
ID-9,SKTI_R1,40,before,39.5152
ID-9,SKTI_R1,41,before,39.5209
ID-9,SKTI_R1,42,before,39.4893
ID-9,SKTI_R1,43,before,39.4696
ID-9,SKTI_R1,44,before,38.3562
ID-9,SKTI_R1,45,before,38.6024
ID-9,SKTI_R1,46,before,35.3636
ID-9,SKTI_R1,47,before,39.3887
ID-9,SKTI_R1,48,before,37.2515
ID-9,SKTI_R1,49,before,35.7654
ID-9,SKTI_R1,50,before,37.6669
ID-9,SKTI_R1,51,before,38.428
ID-9,SKTI_R1,52,before,36.3546
ID-9,SKTI_R1,53,before,38.3003
ID-9,SKTI_R1,54,before,37.3515
ID-9,SKTI_R1,55,before,37.7467
ID-9,SKTI_R1,56,before,36.7658
ID-9,SKTI_R1,57,before,37.7277
ID-9,SKTI_R1,58,before,38.7253
ID-9,SKTI_R1,59,before,36.1334
ID-9,SKTI_R1,60,before,37.4617
ID-9,SKTI_R1,61,before,34.5635
ID-9,SKTI_R1,62,before,35.9356
ID-9,SKTI_R1,63,before,37.183
ID-9,SKTI_R1,64,before,38.3202
ID-9,SKTI_R1,65,before,34.4631
ID-9,SKTI_R1,66,before,34.6447
ID-9,SKTI_R1,67,before,36.7424
ID-9,SKTI_R1,68,before,36.6416
ID-9,SKTI_R1,69,before,36.4243
ID-9,SKTI_R1,70,before,35.5253
ID-9,SKTI_R1,71,before,34.769
ID-9,SKTI_R1,72,before,35.6123
ID-9,SKTI_R1,73,before,36.8289
ID-9,SKTI_R1,74,before,37.3203
ID-9,SKTI_R1,75,before,37.6026
ID-9,SKTI_R1,76,before,37.8592
ID-9,SKTI_R1,77,before,38.0285
ID-9,SKTI_R1,78,before,38.1746
ID-9,SKTI_R1,79,before,38.3134
ID-9,SKTI_R1,80,before,38.4157
ID-9,SKTI_R1,81,before,38.4981
ID-9,SKTI_R1,82,before,38.6052
ID-9,SKTI_R1,83,before,38.6647
ID-9,SKTI_R1,84,before,38.6985
ID-9,SKTI_R1,85,before,38.7883
ID-9,SKTI_R1,86,before,38.8415
ID-9,SKTI_R1,87,before,38.8724
ID-9,SKTI_R1,88,before,38.915
ID-9,SKTI_R1,89,before,38.9425
ID-9,SKTI_R1,90,before,38.9691
ID-9,SKTI_R1,91,before,39.005
ID-9,SKTI_R1,92,before,39.0302
ID-9,SKTI_R1,93,before,39.0494
ID-9,SKTI_R1,94,before,39.0757
ID-9,SKTI_R1,95,before,39.0878
ID-9,SKTI_R1,96,before,39.105
ID-9,SKTI_R1,97,before,39.1258
ID-9,SKTI_R1,98,before,39.1331
ID-9,SKTI_R1,99,before,39.1407
ID-9,SKTI_R1,100,before,39.1515
ID-9,SKTI_R1,101,before,39.1512
ID-9,SKTI_R1,102,before,39.1549
ID-9,SKTI_R1,103,before,39.1676
ID-9,SKTI_R1,104,before,39.1686
ID-9,SKTI_R1,105,before,39.1721
ID-9,SKTI_R1,106,before,39.1791
ID-9,SKTI_R1,107,before,39.1785
ID-9,SKTI_R1,108,before,39.1876
ID-9,SKTI_R1,109,before,39.1885
ID-9,SKTI_R1,110,before,39.1912
ID-9,SKTI_R1,111,before,39.1925
ID-9,SKTI_R1,112,before,39.1912
ID-9,SKTI_R1,113,before,39.1934
ID-9,SKTI_R1,114,before,39.1904
ID-9,SKTI_R1,115,before,39.194
ID-9,SKTI_R1,116,before,39.1964
ID-9,SKTI_R1,117,before,39.1974
ID-9,SKTI_R1,118,before,39.1976
ID-9,SKTI_R1,119,before,39.195
ID-9,SKTI_R1,120,before,39.1912
ID-9,SKTI_R1,121,before,39.1966
ID-9,SKTI_R1,122,before,39.1924
ID-9,SKTI_R1,123,before,39.1835
ID-9,SKTI_R1,124,before,39.1883
ID-9,SKTI_R1,125,before,39.178
ID-9,SKTI_R1,126,before,39.173
ID-9,SKTI_R1,127,before,39.1694
ID-9,SKTI_R1,128,before,39.1542
ID-9,SKTI_R1,129,before,39.151
ID-9,SKTI_R1,130,before,39.1381
ID-9,SKTI_R1,131,before,39.1234
ID-9,SKTI_R1,132,before,39.1189
ID-9,SKTI_R1,133,before,39.1147
ID-9,SKTI_R1,134,before,39.095
ID-9,SKTI_R1,135,before,39.0853
ID-9,SKTI_R1,136,before,39.0735
ID-9,SKTI_R1,137,before,39.0704
ID-9,SKTI_R1,138,before,39.0593
ID-9,SKTI_R1,139,before,39.057
ID-9,SKTI_R1,140,before,39.0446
ID-9,SKTI_R1,141,before,39.0333
ID-9,SKTI_R1,142,before,39.0309
ID-9,SKTI_R1,143,before,39.0159
ID-9,SKTI_R1,144,before,39.0057
ID-9,SKTI_R1,145,before,38.9941
ID-9,SKTI_R1,146,before,38.9858
ID-9,SKTI_R1,147,before,38.8991
ID-9,SKTI_R1,148,before,38.9522
ID-9,SKTI_R1,149,before,38.9366
ID-9,SKTI_R1,150,before,38.923
ID-9,SKTI_R1,151,before,38.5553
ID-9,SKTI_R1,1,after,38.9133
ID-9,SKTI_R1,2,after,39.3232
ID-9,SKTI_R1,3,after,39.4367
ID-9,SKTI_R1,4,after,39.4522
ID-9,SKTI_R1,5,after,39.4498
ID-9,SKTI_R1,6,after,39.4614
ID-9,SKTI_R1,7,after,39.3745
ID-9,SKTI_R1,8,after,39.4252
ID-9,SKTI_R1,9,after,39.4647
ID-9,SKTI_R1,10,after,39.4627
ID-9,SKTI_R1,11,after,39.5073
ID-9,SKTI_R1,12,after,39.4585
ID-9,SKTI_R1,13,after,39.4813
ID-9,SKTI_R1,14,after,39.4743
ID-9,SKTI_R1,15,after,39.5001
ID-9,SKTI_R1,16,after,39.5529
ID-9,SKTI_R1,17,after,39.574
ID-9,SKTI_R1,18,after,39.5472
ID-9,SKTI_R1,19,after,39.5533
ID-9,SKTI_R1,20,after,39.5506
ID-9,SKTI_R1,21,after,39.581
ID-9,SKTI_R1,22,after,39.5738
ID-9,SKTI_R1,23,after,39.5703
ID-9,SKTI_R1,24,after,39.5752
ID-9,SKTI_R1,25,after,39.5668
ID-9,SKTI_R1,26,after,39.5475
ID-9,SKTI_R1,27,after,39.5482
ID-9,SKTI_R1,28,after,39.5468
ID-9,SKTI_R1,29,after,39.5681
ID-9,SKTI_R1,30,after,39.5371
ID-9,SKTI_R1,31,after,39.5443
ID-9,SKTI_R1,32,after,39.5496
ID-9,SKTI_R1,33,after,39.5418
ID-9,SKTI_R1,34,after,39.5439
ID-9,SKTI_R1,35,after,39.5482
ID-9,SKTI_R1,36,after,39.5482
ID-9,SKTI_R1,37,after,39.5578
ID-9,SKTI_R1,38,after,39.5627
ID-9,SKTI_R1,39,after,39.5547
ID-9,SKTI_R1,40,after,39.5571
ID-9,SKTI_R1,41,after,39.5556
ID-9,SKTI_R1,42,after,39.5484
ID-9,SKTI_R1,43,after,39.546
ID-9,SKTI_R1,44,after,39.5392
ID-9,SKTI_R1,45,after,39.5186
ID-9,SKTI_R1,46,after,39.5168
ID-9,SKTI_R1,47,after,39.5569
ID-9,SKTI_R1,48,after,39.5095
ID-9,SKTI_R1,49,after,39.519
ID-9,SKTI_R1,50,after,39.4889
ID-9,SKTI_R1,51,after,39.5149
ID-9,SKTI_R1,52,after,39.466
ID-9,SKTI_R1,53,after,39.4923
ID-9,SKTI_R1,54,after,39.4734
ID-9,SKTI_R1,55,after,39.4891
ID-9,SKTI_R1,56,after,39.4825
ID-9,SKTI_R1,57,after,39.4989
ID-9,SKTI_R1,58,after,39.5133
ID-9,SKTI_R1,59,after,39.4929
ID-9,SKTI_R1,60,after,39.4968
ID-9,SKTI_R1,61,after,39.4544
ID-9,SKTI_R1,62,after,39.4755
ID-9,SKTI_R1,63,after,39.4902
ID-9,SKTI_R1,64,after,39.5068
ID-9,SKTI_R1,65,after,39.4522
ID-9,SKTI_R1,66,after,39.4622
ID-9,SKTI_R1,67,after,39.4122
ID-9,SKTI_R1,68,after,39.4652
ID-9,SKTI_R1,69,after,39.468
ID-9,SKTI_R1,70,after,39.4584
ID-9,SKTI_R1,71,after,39.4521
ID-9,SKTI_R1,72,after,39.4638
ID-9,SKTI_R1,73,after,39.4866
ID-9,SKTI_R1,74,after,39.4902
ID-9,SKTI_R1,75,after,39.4491
ID-9,SKTI_R1,76,after,39.49
ID-9,SKTI_R1,77,after,39.4786
ID-9,SKTI_R1,78,after,39.4784
ID-9,SKTI_R1,79,after,39.476
ID-9,SKTI_R1,80,after,39.4684
ID-9,SKTI_R1,81,after,39.4683
ID-9,SKTI_R1,82,after,39.4694
ID-9,SKTI_R1,83,after,39.4686
ID-9,SKTI_R1,84,after,39.4246
ID-9,SKTI_R1,85,after,39.4551
ID-9,SKTI_R1,86,after,39.4585
ID-9,SKTI_R1,87,after,39.4486
ID-9,SKTI_R1,88,after,39.4523
ID-9,SKTI_R1,89,after,39.4408
ID-9,SKTI_R1,90,after,39.4373
ID-9,SKTI_R1,91,after,39.4378
ID-9,SKTI_R1,92,after,39.4366
ID-9,SKTI_R1,93,after,39.4326
ID-9,SKTI_R1,94,after,39.436
ID-9,SKTI_R1,95,after,39.4271
ID-9,SKTI_R1,96,after,39.426
ID-9,SKTI_R1,97,after,39.4298
ID-9,SKTI_R1,98,after,39.4239
ID-9,SKTI_R1,99,after,39.4205
ID-9,SKTI_R1,100,after,39.42
ID-9,SKTI_R1,101,after,39.4125
ID-9,SKTI_R1,102,after,39.4095
ID-9,SKTI_R1,103,after,39.4155
ID-9,SKTI_R1,104,after,39.4102
ID-9,SKTI_R1,105,after,39.4053
ID-9,SKTI_R1,106,after,39.4049
ID-9,SKTI_R1,107,after,39.3994
ID-9,SKTI_R1,108,after,39.4007
ID-9,SKTI_R1,109,after,39.3978
ID-9,SKTI_R1,110,after,39.394
ID-9,SKTI_R1,111,after,39.3916
ID-9,SKTI_R1,112,after,39.3844
ID-9,SKTI_R1,113,after,39.3819
ID-9,SKTI_R1,114,after,39.3773
ID-9,SKTI_R1,115,after,39.3749
ID-9,SKTI_R1,116,after,39.375
ID-9,SKTI_R1,117,after,39.3738
ID-9,SKTI_R1,118,after,39.372
ID-9,SKTI_R1,119,after,39.3682
ID-9,SKTI_R1,120,after,39.3638
ID-9,SKTI_R1,121,after,39.3678
ID-9,SKTI_R1,122,after,39.365
ID-9,SKTI_R1,123,after,39.3551
ID-9,SKTI_R1,124,after,39.3595
ID-9,SKTI_R1,125,after,39.3513
ID-9,SKTI_R1,126,after,39.3501
ID-9,SKTI_R1,127,after,39.3477
ID-9,SKTI_R1,128,after,39.3374
ID-9,SKTI_R1,129,after,39.3425
ID-9,SKTI_R1,130,after,39.3376
ID-9,SKTI_R1,131,after,39.3297
ID-9,SKTI_R1,132,after,39.3355
ID-9,SKTI_R1,133,after,39.3393
ID-9,SKTI_R1,134,after,39.328
ID-9,SKTI_R1,135,after,39.325
ID-9,SKTI_R1,136,after,39.3156
ID-9,SKTI_R1,137,after,39.3167
ID-9,SKTI_R1,138,after,39.311
ID-9,SKTI_R1,139,after,39.312
ID-9,SKTI_R1,140,after,39.3055
ID-9,SKTI_R1,141,after,39.2988
ID-9,SKTI_R1,142,after,39.301
ID-9,SKTI_R1,143,after,39.2947
ID-9,SKTI_R1,144,after,39.292
ID-9,SKTI_R1,145,after,39.2867
ID-9,SKTI_R1,146,after,39.2887
ID-9,SKTI_R1,147,after,39.2124
ID-9,SKTI_R1,148,after,39.2763
ID-9,SKTI_R1,149,after,39.2731
ID-9,SKTI_R1,150,after,39.2719
ID-9,SKTI_R1,151,after,38.8713
ID-10,SKTI_R2,1,before,39.0437
ID-10,SKTI_R2,2,before,39.1673
ID-10,SKTI_R2,3,before,39.3971
ID-10,SKTI_R2,4,before,39.419
ID-10,SKTI_R2,5,before,39.3347
ID-10,SKTI_R2,6,before,39.3688
ID-10,SKTI_R2,7,before,39.1882
ID-10,SKTI_R2,8,before,39.3647
ID-10,SKTI_R2,9,before,39.4134
ID-10,SKTI_R2,10,before,39.3874
ID-10,SKTI_R2,11,before,39.4612
ID-10,SKTI_R2,12,before,39.2667
ID-10,SKTI_R2,13,before,39.4292
ID-10,SKTI_R2,14,before,39.5035
ID-10,SKTI_R2,15,before,39.4627
ID-10,SKTI_R2,16,before,39.5243
ID-10,SKTI_R2,17,before,39.5197
ID-10,SKTI_R2,18,before,39.5317
ID-10,SKTI_R2,19,before,39.5487
ID-10,SKTI_R2,20,before,39.5539
ID-10,SKTI_R2,21,before,39.5314
ID-10,SKTI_R2,22,before,39.5077
ID-10,SKTI_R2,23,before,39.5151
ID-10,SKTI_R2,24,before,39.4773
ID-10,SKTI_R2,25,before,39.5626
ID-10,SKTI_R2,26,before,39.5306
ID-10,SKTI_R2,27,before,39.3538
ID-10,SKTI_R2,28,before,39.4666
ID-10,SKTI_R2,29,before,39.4967
ID-10,SKTI_R2,30,before,39.4988
ID-10,SKTI_R2,31,before,39.5095
ID-10,SKTI_R2,32,before,39.432
ID-10,SKTI_R2,33,before,39.4752
ID-10,SKTI_R2,34,before,39.4891
ID-10,SKTI_R2,35,before,39.4392
ID-10,SKTI_R2,36,before,39.5343
ID-10,SKTI_R2,37,before,39.4244
