	ID-1	ID-2	ID-3	ID-5	ID-7	ID-8	ID-9	ID-10	ID-12	ID-14	ID-15	ID-16	ID-18
gene-LOC142986697	608	633	988	595	542	215	215	118	161	249	222	253	689
gene-LOC142986698	221	758	199	102	193	36	239	206	122	98	59	82	308
gene-LOC142986700	52	25	2	6	0	0	88	59	235	43	119	65	0
gene-LOC142986701	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986703	0	0	0	0	0	0	0	0	0	0	0	0	5
gene-LOC142986704	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986705	73	59	46	64	5	11	70	33	101	52	78	59	0
gene-LOC142986706	0	1	1	0	0	0	0	0	0	2	0	0	0
gene-LOC142986707	0	0	0	0	0	0	0	0	0	0	0	0	2
gene-LOC142986709	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986710	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986711	0	0	6	0	3	0	0	0	0	0	0	0	0
gene-LOC142986712	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986714	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986717	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986718	0	2	2	3	0	14	0	0	0	1	0	2	35
gene-LOC142986719	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986720	13	49	41	22	84	9	0	3	3	2	6	6	764
gene-LOC142986722	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986723	5	2	1	4	0	0	3	0	0	0	3	0	28
gene-LOC142986724	0	0	0	0	0	0	0	0	0	0	0	0	3
gene-LOC142986725	163	185	290	436	171	435	51	43	54	109	240	92	555
gene-LOC142986726	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986727	0	0	0	0	0	0	0	0	0	0	0	0	2
gene-LOC142986728	608	634	1040	523	569	298	759	485	983	546	727	1056	1542
gene-LOC142986730	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986732	0	0	0	0	0	0	0	0	0	5	0	0	0
gene-LOC142986733	0	0	0	0	0	0	0	0	0	0	0	8	0
gene-LOC142986735	6	46	6	35	20	0	3	16	0	0	24	0	24
gene-LOC142986736	4055	10715	5521	2128	728	4073	10700	7405	3758	3013	61	5460	0
gene-LOC142986737	1	4	3	4	9	0	0	4	4	1	0	0	5
gene-LOC142986740	1003	280	1114	1330	1245	2045	396	393	194	211	189	79	771
gene-LOC142986741	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986742	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986743	281	54	481	223	288	257	38	0	35	54	22	23	2715
gene-LOC142986744	0	3	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986745	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986747	0	0	0	0	0	0	0	0	0	0	3	0	0
gene-LOC142986748	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986749	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986750	1	3	0	0	0	0	2	0	2	2	0	0	1
gene-LOC142986753	29	13	46	16	55	40	19	21	29	45	54	34	813
gene-LOC142986754	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986755	3	2	0	0	0	0	0	0	0	0	0	4	4
gene-LOC142986756	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986758	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986762	2	7	4	6	11	0	7	0	8	13	1	26	9
gene-LOC142986764	8	35	10	0	0	0	0	0	0	0	30	34	3
gene-LOC142986766	341	124	192	136	37	73	53	8	30	12	13	1	320
gene-LOC142986767	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986768	36	25	73	66	35	55	35	20	94	48	67	45	702
gene-LOC142986769	0	0	3	0	1	0	0	0	0	0	0	0	0
gene-LOC142986770	6	0	0	0	0	0	0	14	0	5	1	0	4
gene-LOC142986771	0	2	0	0	0	0	0	0	0	0	0	0	2
gene-LOC142986773	0	0	0	0	0	0	0	0	3	0	0	0	0
gene-LOC142986774	2174	1737	3533	2108	1713	1425	963	509	573	740	570	652	4896
gene-LOC142986775	59	23	1011	48	694	144	137	11	4	0	169	145	63
gene-LOC142986776	18	4	83	10	52	226	27	6	20	17	16	3	640
gene-LOC142986777	5	11	18	7	15	0	10	7	1	12	10	17	52
gene-LOC142986779	2	0	0	0	0	0	0	0	0	0	0	0	9
gene-LOC142986780	345	263	207	247	760	1577	143	118	199	298	523	384	1031
gene-LOC142986781	61	76	133	110	48	80	327	241	664	351	649	670	130
gene-LOC142986783	3648	1155	131	1062	83	570	125	52	1092	351	928	1183	94
gene-LOC142986786	0	5	2	0	9	0	5	0	15	0	4	0	58
gene-LOC142986788	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986789	1	0	0	3	0	0	0	0	1	1	7	18	0
gene-LOC142986790	431	489	734	273	653	261	144	53	93	172	197	149	963
gene-LOC142986791	0	2	0	1	0	0	0	0	0	0	0	2	0
gene-LOC142986792	257	307	342	355	165	126	82	58	40	115	124	82	664
gene-LOC142986793	1	1	5	2	11	0	0	0	1	0	5	0	132
gene-LOC142986795	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986797	0	0	0	0	0	0	0	0	0	0	0	0	2
gene-LOC142986798	2617	819	971	469	817	3024	83	40	89	155	533	300	8901
gene-LOC142986799	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986807	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986834	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC142986840	2297	2302	2327	3357	1494	2581	5693	4784	10676	4854	8191	8822	3839
gene-LOC142986867	0	0	0	0	0	0	0	7	0	0	0	0	0
gene-LOC142986883	0	0	5	0	0	0	0	1	0	0	2	0	0
gene-LOC142986899	0	3	0	1	0	0	0	0	0	0	0	3	4
gene-LOC142986912	460	976	1961	1068	967	243	1946	2020	760	2677	791	1409	0
gene-LOC142986927	133	944	93	893	647	474	102	90	47	0	89	41	570
gene-LOC142986940	108	352	79	188	346	275	29	86	78	189	77	235	268
gene-LOC142986944	39	38	110	44	22	27	22	13	57	50	43	29	99
gene-LOC142986960	0	0	0	4	0	0	0	0	0	2	0	0	0
gene-LOC142986967	9	169	20	49	54	126	3	4	25	9	45	0	58
gene-LOC142986969	2	0	0	15	0	0	0	0	0	0	0	0	0
gene-LOC142986970	0	0	0	0	20	0	0	0	0	0	0	0	0
gene-LOC142986971	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986972	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986973	5	14	2	0	0	0	1	16	2	2	0	6	0
gene-LOC142986974	0	2	0	2	0	0	0	0	17	0	14	0	48
gene-LOC142986976	0	8	0	0	0	0	0	12	0	7	0	0	181
gene-LOC142986978	0	0	0	0	2	0	0	0	0	0	0	0	0
gene-LOC142986979	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986980	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986981	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986982	0	1	0	4	0	0	0	0	0	0	0	0	0
gene-LOC142986996	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986997	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986998	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142986999	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987000	1	0	4	3	0	0	0	0	0	0	0	0	0
gene-LOC142987001	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987003	4	0	0	0	99	0	0	0	0	0	0	0	0
gene-LOC142987004	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987008	132	127	156	134	201	159	70	69	101	141	136	168	237
gene-LOC142987010	44	0	0	0	750	0	0	0	0	0	0	0	0
gene-LOC142987012	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987013	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987014	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987018	0	0	0	0	0	0	0	0	0	14	0	0	0
gene-LOC142987019	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987020	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987026	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987032	0	0	0	10	0	0	12	0	9	7	38	0	0
gene-LOC142987033	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987037	0	0	0	0	0	0	0	4	0	0	0	2	0
gene-LOC142987038	0	0	13	0	0	17	0	0	0	0	0	0	52
gene-LOC142987041	0	0	0	0	0	0	0	0	0	0	8	0	8
gene-LOC142987042	0	0	0	0	1	0	0	0	0	0	0	0	0
gene-LOC142987047	0	0	0	0	0	0	0	0	19	0	0	0	29
gene-LOC142987048	0	0	0	0	0	0	0	0	0	2	0	0	0
gene-LOC142987051	0	0	0	0	0	0	0	0	0	3	0	0	0
gene-LOC142987053	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987054	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987061	264	80	85	726	33	410	219	108	411	272	458	464	286
gene-LOC142987062	15	149	130	131	613	157	63	42	68	167	191	124	3
gene-LOC142987066	63	341	306	301	114	35	234	72	94	9	0	31	634
gene-LOC142987070	89741	181120	199268	103728	301777	552578	526012	243465	421794	461788	586437	373763	299660
gene-LOC142987071	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987072	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987073	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987074	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987075	0	0	0	1	0	0	0	0	2	0	2	2	0
gene-LOC142987076	0	0	0	0	0	0	6	0	24	10	7	1	0
gene-LOC142987078	0	0	0	2	0	0	0	0	2	8	22	3	0
gene-LOC142987079	0	0	0	1	0	0	0	0	0	0	0	0	37
gene-LOC142987080	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987081	0	0	0	0	0	0	0	0	0	0	0	0	11
gene-LOC142987082	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987084	297	140	445	127	117	55	47	26	24	27	3	69	0
gene-LOC142987085	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987086	0	6	9	7	0	0	0	0	2	3	0	0	46
gene-LOC142987087	31	11	27	7	17	11	25	29	3	43	12	11	8
gene-LOC142987088	160	85	191	51	67	4	37	19	96	8	26	8	24
gene-LOC142987089	10	6	24	47	31	0	49	47	75	44	105	74	21
gene-LOC142987090	0	0	6	0	0	0	0	0	0	0	0	0	3
gene-LOC142987091	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987092	0	0	0	0	0	0	7	0	0	0	0	0	0
gene-LOC142987093	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987094	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-LOC142987095	0	0	1	0	0	0	0	0	0	2	3	0	0
gene-LOC142987096	2	2	0	0	0	0	0	0	0	0	0	0	1
gene-LOC142987097	0	0	0	0	0	0	0	0	2	0	0	0	0
gene-LOC142987098	0	0	0	0	0	0	0	0	0	0	0	0	105
gene-LOC142987099	1	0	0	0	0	0	0	0	0	0	0	0	2
gene-LOC142987101	6	0	6	3	0	0	2	0	2	1	6	6	4
gene-LOC142987102	56	80	93	0	150	0	0	0	0	0	0	0	732
gene-LOC142987104	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987106	408	343	632	283	101	115	92	41	66	60	43	49	422
gene-LOC142987107	44	147	246	70	105	0	101	127	66	108	71	85	35
gene-LOC142987108	0	0	0	0	0	0	5	0	0	0	0	0	0
gene-LOC142987109	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-LOC142987111	9	0	4	13	0	8	0	0	0	14	18	0	5
gene-LOC142987112	100	86	195	97	65	8	128	120	53	46	44	135	99
gene-LOC142987113	1761	158	2620	11124	856	5589	40324	980	6559	55336	9554	9360	0
gene-LOC142987114	3802	23	289	10548	250	18290	14139	460	3724	66026	15242	9950	33
gene-LOC142987115	2	10	14	6	0	0	1	10	1	0	2	0	0
gene-LOC142987117	18	18	11	31	48	0	31	49	66	13	15	5	35
gene-LOC142987118	6	0	2	60	22	27	30	80	30	4	7	13	233
gene-LOC142987119	39	138	20	182	10	15	335	392	505	200	144	141	61
gene-LOC142987120	1	22	20	37	0	7	74	103	139	32	51	62	6
gene-LOC142987122	97	110	267	138	105	40	184	82	97	81	84	89	197
gene-LOC142987123	0	1	0	0	0	0	0	0	3	0	0	1	1
gene-LOC142987125	3	1	4	0	0	12	0	0	0	0	0	0	24
gene-LOC142987126	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC142987127	2	0	0	3	5	0	6	0	10	4	9	4	4
gene-LOC142987128	147	9	7	20	5	25	45	0	18	33	63	5	0
gene-LOC142987129	2	1	0	0	0	0	0	0	0	0	0	0	8
gene-LOC142987130	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC142987131	1475	222	763	1043	262	1381	1286	1079	10292	7064	12152	5460	223
gene-LOC142987134	8	1	7	1	7	0	0	0	0	0	0	0	6
gene-LOC142987135	0	0	0	0	17	0	0	0	0	0	0	0	0
gene-LOC142987137	202	374	599	259	269	142	92	18	40	55	105	53	76
gene-LOC142987139	1937	388	378	437	282	250	336	143	251	594	812	298	93
gene-LOC142987140	1974	2726	2709	1380	3490	305	513	399	499	509	589	492	179
gene-LOC142987142	1	0	1	2	0	0	0	0	0	0	0	0	5
gene-LOC142987144	3	2	0	5	5	24	0	0	1	0	0	1	7
gene-LOC142987145	71	27	5	66	1	28	121	60	153	35	87	58	687
gene-LOC142987146	455	32	14	164	4	2634	1015	82	571	4136	11556	2794	6
gene-LOC142987147	4370	1966	6890	5622	1568	5151	7834	2631	9257	9056	6625	2943	2
gene-LOC142987149	5346	4798	992	2456	292	708	5964	6934	4900	5435	3465	7201	0
gene-LOC142987152	17	29	60	28	54	1432	82	46	74	22	7	13	224
gene-LOC142987153	16382	16839	22503	9038	13338	5167	3610	1992	2064	2761	2997	3038	9874
gene-LOC142987155	0	0	1	3	0	15	0	0	7	0	0	0	116
gene-LOC142987156	134	161	143	77	163	332	214	77	269	38	92	66	16
gene-LOC142987157	110	41	1	12	7	51	0	6	5	1	9	1	266
gene-LOC142987158	25	21	28	24	23	7	22	1	12	3	9	9	569
gene-LOC142987161	287	238	458	127	397	75	111	53	78	40	63	53	310
gene-LOC142987162	1436	559	381	1162	186	712	2706	1531	4240	2233	2490	3368	641
gene-LOC142987163	12	26	107	39	112	1282	491	415	1366	259	999	84	187682
gene-LOC142987164	34	13	9	13	3	156	12	18	91	37	27	258	6
gene-LOC142987167	0	2	7	1	0	0	0	1	0	2	0	4	1
gene-LOC142987168	382	397	791	265	372	438	255	156	229	247	190	171	1565
gene-LOC142987170	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987171	1	9	10	7	10	0	0	0	0	2	0	1	10
gene-LOC142987172	517	883	1610	441	1955	496	919	764	1094	1059	1391	1186	432
gene-LOC142987173	344	449	780	366	497	113	792	551	899	620	811	944	213
gene-LOC142987176	429	284	290	566	169	529	1618	974	4161	1628	3896	3651	324
gene-LOC142987178	520	370	703	574	350	304	405	168	404	209	260	266	603
gene-LOC142987180	690	552	851	656	312	296	446	201	311	329	203	356	489
gene-LOC142987181	1100	412	699	1188	379	671	926	434	895	923	1040	971	2328
gene-LOC142987184	3	3	0	2	3	0	0	0	0	0	0	0	84
gene-LOC142987185	1071	646	885	1347	516	770	1841	758	1490	1138	1240	1617	1141
gene-LOC142987186	715	1289	4473	594	5430	549	200	122	176	160	175	120	2286
gene-LOC142987187	106	87	239	205	173	79	74	50	72	77	40	46	5000
gene-LOC142987188	84	109	222	81	31	65	106	140	143	90	111	119	258
gene-LOC142987189	543	307	278	569	224	655	2273	1624	4006	1877	4140	3386	1054
gene-LOC142987190	81	31	44	80	32	501	295	98	1269	394	1921	684	3049
gene-LOC142987191	401	207	366	175	146	81	374	198	335	147	239	402	194
gene-LOC142987192	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC142987194	12	14	7	24	5	89	7	2	9	5	2	9	18
gene-LOC142987202	1043	547	566	286	273	198	107	166	461	160	301	253	353
gene-LOC142987204	3	7	11	0	9	0	6	0	6	0	1	4	3
gene-LOC142987206	106	177	232	101	57	23	151	64	151	132	151	130	92
gene-LOC142987209	15363	9921	12362	3033	11587	5964	25540	2035	5474	5393	4440	5505	0
gene-LOC142987210	55501	64482	61197	10547	25275	5865	43540	25320	48475	26244	23558	46513	3
gene-LOC142987211	544	686	224	328	90	901	390	183	99	492	203	257	557
gene-LOC142987213	5242	579	467	2112	814	1322	2267	6040	13020	1598	1676	6519	2185
gene-LOC142987216	284	77	1045	125	479	656	396	69	1435	1249	4095	1681	843
gene-LOC142987219	2827	2849	2772	4351	1134	418	930	810	631	702	288	550	911
gene-LOC142987222	543	317	240	628	61	232	1410	682	1699	1419	1614	1594	81
gene-LOC142987226	41	60	53	66	0	29	60	28	10	65	19	39	39
gene-LOC142987229	0	0	0	0	4	0	0	0	2	0	0	0	7
gene-LOC142987232	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987235	125	197	345	90	36	36	59	88	25	56	23	33	150
gene-LOC142987236	0	9	5	1	0	0	0	0	0	1	0	0	0
gene-LOC142987237	13	27	18	4	10	0	0	11	0	3	0	1	0
gene-LOC142987238	28	24	46	21	21	115	58	37	91	40	43	19	38
gene-LOC142987239	2	2	0	2	1	0	0	0	6	1	5	9	0
gene-LOC142987240	72	528	210	503	346	591	293	284	352	159	79	49	534
gene-LOC142987241	14	79	35	89	56	75	83	99	78	35	10	13	70
gene-LOC142987242	37	242	185	125	178	330	183	87	58	30	3	16	1919
gene-LOC142987243	1961	2146	1267	2970	1095	986	702	414	501	870	950	866	2157
gene-LOC142987244	5	0	8	1	0	0	0	3	0	0	3	0	1
gene-LOC142987246	1099	1572	587	1093	384	119	814	980	1111	378	152	680	309
gene-LOC142987248	1608	417	1019	1406	830	1043	162	95	140	171	135	136	2720
gene-LOC142987249	138	165	190	134	57	78	122	43	76	84	65	62	267
gene-LOC142987250	674	242	178	440	98	476	1147	837	3079	1566	3826	3536	516
gene-LOC142987251	530	593	419	945	149	407	534	321	350	526	273	300	851
gene-LOC142987254	125	65	141	147	91	134	86	103	117	101	153	140	208
gene-LOC142987256	8997	4537	2085	5316	1707	3364	2510	1182	2200	3461	3753	2875	123
gene-LOC142987259	67	27	26	320	15	47	133	69	399	199	336	377	86
gene-LOC142987262	506	210	271	840	122	636	211	94	161	258	357	236	1474
gene-LOC142987264	907	808	1069	697	524	404	1253	976	1809	721	1578	1276	1477
gene-LOC142987265	26	54	81	42	48	32	19	18	18	14	33	29	64
gene-LOC142987267	776	549	3139	59	2316	38	15	106	43	20	65	9	468
gene-LOC142987268	262	14	31	59	20	248	56	25	77	29	49	13	39
gene-LOC142987269	2	1	0	1	8	0	0	0	0	0	0	0	13
gene-LOC142987271	4	1	0	0	0	0	3	0	2	0	13	0	9
gene-LOC142987274	381	352	579	400	374	124	448	305	420	460	491	673	655
gene-LOC142987275	3	1	4	5	0	0	5	2	8	6	8	17	0
gene-LOC142987276	1537	1063	1988	1219	928	687	329	215	338	303	365	375	2550
gene-LOC142987284	648	1089	1802	1107	1102	413	333	243	365	120	351	409	1182
gene-LOC142987286	164	100	327	124	109	188	119	54	74	82	94	57	747
gene-LOC142987288	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987290	235	235	350	194	233	72	76	45	53	32	64	39	359
gene-LOC142987293	524	588	633	465	240	284	260	194	405	424	415	512	694
gene-LOC142987295	288	408	119	401	110	100	545	834	937	461	272	363	21
gene-LOC142987296	187	671	370	139	254	41	224	355	303	103	112	232	181
gene-LOC142987297	49	11	8	17	0	13	20	2	10	6	23	9	267
gene-LOC142987298	1303	1552	4267	2616	1233	459	1316	746	869	1350	1012	980	3
gene-LOC142987300	304	383	1354	225	304	131	260	123	305	172	157	300	956
gene-LOC142987302	10	74	22	80	85	109	52	34	60	25	7	6	9129
gene-LOC142987303	5	10	2	11	29	16	0	0	1	1	1	4	686
gene-LOC142987305	0	1	3	0	0	0	0	0	0	0	0	0	13
gene-LOC142987307	662	636	440	1040	603	430	388	293	401	105	212	185	2476
gene-LOC142987311	179	1445	6894	73	2129	70	61	24	24	5	38	34	2453
gene-LOC142987312	4073	2260	8163	912	7000	381	365	302	277	379	701	543	2869
gene-LOC142987314	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987315	52	197	518	277	292	181	62	16	83	105	321	79	1009
gene-LOC142987317	2761	2871	3591	2403	778	408	772	574	473	649	432	498	403
gene-LOC142987319	65	28	3	36	13	72	59	43	127	83	164	163	8
gene-LOC142987320	6742	4725	4598	6601	2577	7649	15479	12229	19409	19471	18520	12154	1
gene-LOC142987321	1843	957	825	1823	970	963	7997	3938	5375	3697	5444	6744	38
gene-LOC142987323	98	35	105	185	22	76	16	17	23	21	24	15	147
gene-LOC142987329	155	187	368	147	199	193	52	35	54	132	189	150	161
gene-LOC142987331	90	44	97	153	80	49	65	30	53	72	69	47	338
gene-LOC142987333	5	7	4	4	6	0	8	2	4	13	5	3	2
gene-LOC142987334	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC142987335	5955	10193	11710	12115	9759	11605	41580	56277	84370	84857	58765	34107	33715
gene-LOC142987337	12	17	18	3	6	23	1	10	14	1	0	0	317
gene-LOC142987338	134	139	232	202	62	40	103	26	44	60	82	66	326
gene-LOC142987340	1023	993	2700	654	917	291	445	223	403	517	897	627	487
gene-LOC142987341	1012	783	1317	951	798	757	291	227	363	467	508	370	1983
gene-LOC142987345	661	496	696	764	381	474	972	546	1488	701	1360	1191	591
gene-LOC142987346	6	5	14	3	0	0	0	0	0	0	0	0	22
gene-LOC142987347	2805	1558	2853	938	1025	1312	4896	3267	3389	3968	1797	3182	43
gene-LOC142987348	519	134	1247	431	514	901	219	45	262	250	434	171	439
gene-LOC142987350	237	213	49	21	405	457	100	42	73	12	54	2	2657
gene-LOC142987351	14	5	18	2	13	18	6	16	15	13	3	8	5
gene-LOC142987352	1281	2790	2671	1725	2054	330	288	176	224	382	245	243	63
gene-LOC142987356	3769	5263	9671	1436	5464	1319	7330	8526	10609	4548	4918	6065	4202
gene-LOC142987358	832	875	2190	424	1350	156	650	838	872	488	566	626	169
gene-LOC142987359	266	280	553	216	151	38	276	227	193	273	298	312	195
gene-LOC142987369	363	302	417	329	175	100	492	319	594	417	562	596	459
gene-LOC142987371	478	475	571	740	536	661	1553	1134	4193	1759	3922	2930	876
gene-LOC142987372	0	5	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987375	1371	1497	1685	857	888	1394	5233	4344	10794	5722	10355	7216	846
gene-LOC142987380	943	303	563	728	551	450	55	60	47	222	239	199	2793
gene-LOC142987381	626	403	1145	485	617	288	263	173	191	504	697	576	201
gene-LOC142987383	0	1	0	0	0	0	0	0	0	3	4	0	1
gene-LOC142987385	679	906	1885	685	1668	331	1220	1060	1210	822	939	1324	664
gene-LOC142987386	10	16	16	9	21	67	24	29	26	21	26	8	206
gene-LOC142987387	66	74	110	102	59	57	193	111	223	174	194	240	109
gene-LOC142987390	474	675	1196	555	319	239	835	579	723	754	537	593	357
gene-LOC142987392	0	0	0	0	0	0	0	0	3	0	2	0	0
gene-LOC142987394	53	39	127	241	116	49	94	98	91	143	193	166	125
gene-LOC142987395	173	70	68	95	18	38	14	5	3	6	0	1	145
gene-LOC142987398	1333	1603	1731	635	985	328	2134	3235	5040	1608	2521	3716	801
gene-LOC142987400	102	174	102	120	100	66	229	305	419	403	466	521	119
gene-LOC142987401	7	43	231	33	119	852	88	60	163	32	27	9	358
gene-LOC142987402	1021	890	774	1420	891	1840	4169	3215	7316	4991	7323	4424	2551
gene-LOC142987403	898	595	916	865	624	302	370	159	351	192	218	231	929
gene-LOC142987404	158	286	298	173	216	176	393	246	324	578	452	430	105
gene-LOC142987405	10	19	40	19	14	14	41	9	13	19	28	12	64
gene-LOC142987406	83	85	284	231	127	66	100	48	72	70	84	72	229
gene-LOC142987409	154	72	119	68	59	0	49	35	68	12	15	38	2075
gene-LOC142987410	9	11	1	10	0	0	93	59	166	59	83	63	0
gene-LOC142987412	612	981	1178	869	902	401	1360	1306	1624	1042	1475	1718	635
gene-LOC142987415	20	21	24	27	15	29	22	23	41	18	23	36	104
gene-LOC142987419	1	7	6	0	4	0	0	0	0	0	1	0	10
gene-LOC142987420	507	369	562	409	503	216	260	107	163	152	245	209	850
gene-LOC142987421	383	82	270	41	352	100	48	151	293	70	171	98	6906
gene-LOC142987422	0	0	4	0	0	0	0	0	0	0	1	2	8
gene-LOC142987424	77	66	161	88	73	48	108	53	95	105	105	110	60
gene-LOC142987425	747	726	809	747	528	369	1121	453	872	1194	1228	1354	451
gene-LOC142987426	186	117	192	210	14	83	329	131	223	308	290	323	74
gene-LOC142987427	159	113	153	171	30	36	229	109	170	164	234	278	87
gene-LOC142987430	6	31	78	10	58	10	8	10	26	14	20	3	72
gene-LOC142987433	10	5	12	8	0	9	52	0	8	10	11	8	0
gene-LOC142987437	68	26	43	100	72	280	3	1	3	14	23	2	2106
gene-LOC142987440	567	623	674	450	309	211	1635	1168	2049	1204	1147	2076	488
gene-LOC142987446	14	8	14	15	0	22	7	24	14	19	35	18	22
gene-LOC142987447	208	178	216	146	236	112	572	536	1092	566	734	745	193
gene-LOC142987449	0	0	4	0	4	318	0	0	0	0	0	0	2920
gene-LOC142987450	10	10	62	9	51	65	1	2	3	1	19	10	1078
gene-LOC142987454	412	398	414	335	194	145	515	359	693	513	894	1024	152
gene-LOC142987455	6	14	36	0	24	43	0	0	2	0	6	0	613
gene-LOC142987457	289	250	334	222	280	74	101	40	46	90	81	52	405
gene-LOC142987459	1	6	5	9	0	0	16	4	28	19	9	4	46
gene-LOC142987462	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142987463	0	0	0	0	0	0	0	0	0	0	0	0	20
gene-LOC142987467	221	91	101	219	10	66	32	62	55	65	33	47	323
gene-LOC142987468	45510	11503	5002	20071	4460	4486	3942	2745	3899	2974	2372	1143	23
gene-LOC142987472	565	351	308	704	173	368	582	413	875	709	995	485	1467
gene-LOC142987474	1166	318	331	1000	144	287	140	115	36	169	122	185	283
gene-LOC142987476	89	95	344	134	73	69	118	101	88	135	62	106	127
gene-LOC142987477	136	8	42	223	18	173	80	105	728	126	1298	1036	141
gene-LOC142987478	45	25	73	756	32	750	90	51	346	441	1050	233	186
gene-LOC142987480	1921	1485	449	1074	363	399	3019	2021	2115	1544	1348	2474	830
gene-LOC142987481	59	43	50	88	54	21	134	54	126	113	196	220	88
gene-LOC142987482	62	54	27	71	62	643	71	18	131	42	156	69	3852
gene-LOC142987483	0	0	0	0	0	0	0	0	0	1	0	0	2
gene-LOC142987493	11	0	36	67	6	6517	209	533	508	36	273	4	0
gene-LOC142987494	243	211	258	275	340	412	812	458	1930	1051	2050	1525	349
gene-LOC142987496	28	51	24	4	0	0	33	7	37	16	17	8	4
gene-LOC142987497	416	368	792	256	357	168	116	111	155	198	228	230	104
gene-LOC142987498	1	4	0	1	0	0	0	0	0	0	1	0	0
gene-LOC142987499	192	253	316	451	105	68	112	110	101	164	146	167	270
gene-LOC142987500	0	0	0	0	11	0	0	0	0	0	0	0	0
gene-LOC142987502	0	2	0	0	0	0	0	0	0	0	0	0	30
