	ID-1	ID-2	ID-3	ID-5	ID-7	ID-8	ID-9	ID-10	ID-12	ID-14	ID-15	ID-16	ID-18
gene-_Bre2	4.526449	2.786169	5.693925	5.880325	0.704786	0.373812	2.225244	1.060767	1.055427	1.127814	0.513265	1.128554	0.99089
gene-_Bre3	1.317795	0.24106	0.899786	2.936274	0.185438	0.243287	0.561517	0.410104	0.807482	0.704422	1.402204	1.805311	2.459993
gene-_Bre4	3.828201	1.839037	5.548764	8.701296	3.047976	3.12375	1.469187	1.162666	1.463913	3.671832	4.217707	2.48639	2.911783
gene--w-2	0.139685	0.099901	0.025898	0.021051	0.067703	0	0.052188	0.039538	0.113064	0.196094	0	0	0.507731
gene-128up	3.857109	1.151728	3.468963	8.660701	1.89461	5.633161	1.528283	0.960673	1.562514	1.871581	3.251927	2.158957	9.287417
gene-14-3-3epsilon	228.976435	79.943149	122.770052	318.918976	119.992122	208.660806	52.097822	27.223978	43.902884	50.422282	86.631175	68.747331	450.317442
gene-14-3-3zeta	554.366625	449.902512	584.834317	885.19547	398.991925	319.947048	860.788147	646.886797	732.658913	659.851796	571.951347	655.149841	1066.392788
gene-140up	4.846915	2.1488	3.810391	11.262632	3.710661	5.200692	7.581904	4.321413	10.022775	6.088345	14.118218	11.510271	3.9027
gene-18w	0.008565	0.015527	0.229019	0.010419	0.212155	0.144743	0	0	0.023919	0.01514	0.013555	0	10.690459
gene-26-29-p	40.781237	24.385651	41.102726	12.942188	30.913422	11.513803	8.432879	5.417153	5.33509	3.445083	3.011412	1.390739	141.19204
gene-2mit	0	0	0	0	0	0	0	0	0.032808	0.018782	0	0	0.233485
gene-3HCD	52.772212	11.492604	20.797602	67.468158	15.157325	121.20022	90.112231	20.761294	127.496218	94.169996	111.816328	83.843842	58.485158
gene-5-HT2A	0.099467	0.017853	0.035158	0.049957	0.150847	0	0.052366	0.046137	0.047304	0.116483	0.021067	0.072652	0.093038
gene-5-HT2B	0.042232	0.123771	0.184688	0.009969	0.909805	0	0	0	0	0.006708	0	0	0.049929
gene-5PtaseI	1.298498	0.385974	1.170348	2.08608	0.666457	0.524233	0.911442	0.32277	0.136669	0.24684	0.229779	0.112393	0.924661
gene-6pgl	4.768684	0.929069	0.910609	11.36173	0.780783	3.127138	1.747307	0.477522	2.572253	2.00567	3.256207	3.422205	2.24079
gene-7B2	0.292612	0.114273	0.576816	0.115197	0.802826	0.151766	0.125217	0.138637	0.117256	0.191367	0.115331	0.156238	0.607356
gene-A1	363.030142	272.60917	192.479776	541.765	939.792742	6114.638466	75.781223	30.997495	50.084709	37.982561	58.458389	28.559755	470.53575
gene-A2	0.062337	0.168393	0.07232	0.027549	0	2.403808	0.045744	0	0.015499	0	0	0.075773	30.23182
gene-Aanat	0.570962	0	0.172325	0	0	0	0.416953	0.654387	0.300379	0.341615	0.082482	3.599666	0.095493
gene-AANATL7	0	0	0.136951	0.028671	0	0	0	0	0	0	0	0	0.153805
gene-Aasdh	5.576594	8.237963	14.065642	6.341525	7.493058	0.740875	6.440647	5.270097	4.188149	5.5114	3.348949	3.643542	1.800121
gene-Aatf	1.475322	0.95857	6.062146	7.417779	3.232109	1.236398	1.114947	0.684344	0.515694	1.137313	1.978136	1.051287	2.831235
gene-aay	242.092553	117.253262	426.531577	226.420422	89.273244	88.529238	214.613255	92.408294	182.447665	379.620464	334.868785	557.121021	32.380783
gene-ab	0	0.011533	0	0.008328	0	0	0	0	0.004691	0	0	0	2.033116
gene-ABCB7	7.639385	3.0505	5.229386	16.311004	1.138502	3.839685	4.848128	1.026839	2.112483	1.717222	1.863563	1.38382	3.262025
gene-ABCD	24.287301	19.053087	14.877167	12.19974	11.587367	3.850709	4.271126	3.196026	1.94791	4.141474	4.294326	2.403149	9.106065
gene-abd-A	0.191367	0.259589	0.502486	0.169528	0.95433	0.218281	0.054326	0.063738	0.045732	0.085193	0.018026	0.04634	59.256327
gene-Abd-b	0.143832	0.186826	0.749072	0.064549	1.026242	1.10464	0.100975	0.238182	0.073828	0.038772	0.030468	0	31.901555
gene-Abi	24.488397	14.486769	33.841952	40.466217	19.282307	10.177145	14.735706	10.38149	12.580074	10.236893	11.11431	13.327659	28.92712
gene-Abl	3.713062	1.352688	3.055605	3.337724	3.437508	1.22657	0.186425	0.052651	0.074999	0.183267	0.313492	0.176966	5.815393
gene-abo	3.830973	4.331051	17.376919	3.670102	6.276841	0.860045	5.417704	2.708923	2.74682	2.932834	2.252562	4.282543	2.650961
gene-Abp1	8.43682	6.597783	7.262482	15.845772	4.374852	1.16073	5.835881	3.456361	1.788838	6.05444	3.417251	4.162308	10.972825
gene-abs	4.852285	4.074965	14.909614	7.140519	5.857694	2.495294	3.766267	2.553426	2.004583	1.998654	1.158176	1.796786	5.749486
gene-ac	0	0	0	0	0.33909	0	0	0	0	0	0	0	0
gene-Ac13E	2.400675	1.181849	2.03387	1.871309	2.395097	1.005789	0.368472	0.246703	0.26265	0.346073	0.617087	0.315809	1.724038
gene-Ac3	0.021318	0.054185	0.082685	0.093467	0.069568	0.147326	0.020111	0.054586	0.01473	0	0.058819	0	0
gene-Acade	276.886771	86.255521	92.760582	423.249537	74.401864	239.485843	295.328399	92.319204	188.162342	260.220794	267.105359	213.378527	33.708395
gene-Acadvl	31.886666	16.899863	42.890485	29.331767	27.121217	19.117425	2.390211	1.773621	1.452117	1.065214	2.386018	2.599024	47.511512
gene-ACBP	1081.014062	295.697742	114.239722	3083.305409	175.581117	542.676276	2585.645096	3767.957562	4687.242129	3276.698649	4673.69625	3900.513851	261.964897
gene-ACBP-like	6168.407719	3952.18738	1839.660964	11650.64282	2639.246554	23840.937574	15750.662522	15324.715244	24354.58223	40175.442608	29159.279845	58108.394799	5.971928
gene-ACC	2.749284	0.902637	0.798586	3.668588	0.439878	1.762213	0.212798	0.086744	0.296322	0.612832	0.906798	0.358702	1.882123
gene-Acci	24.327734	4.863521	8.613024	35.797628	4.480162	46.625783	9.019425	1.753441	3.944009	14.402281	19.946737	14.620507	13.94313
gene-AcCoAS	0.82342	0.047159	0.550514	0.25795	0.238559	4.774446	0.420642	0.600707	2.16155	8.410717	3.464114	1.15771	1.302945
gene-ace1	0.874089	0.310543	1.02016	0.58959	0.646341	0.444597	0.350992	0.222237	0.201654	0.229715	0.383605	0.097905	0.350956
gene-ace2	0.358837	0.762934	0.030373	0.595692	1.176055	0.126735	0.078863	0.157212	0.123604	0.01973	0.008928	0.308014	1.303292
gene-Acf	1.01929	0.302639	0.651964	0.783362	0.63203	0.142409	0.209835	0.077737	0.016236	0.144952	0.168693	0.164416	0.747727
gene-Achi	1.630122	1.893228	4.070039	2.699467	2.172367	0.737474	0.681824	0.393877	0.132147	0.72673	0.250648	0.267631	5.611436
gene-Achl	0.027512	0.052741	0.022558	0.089713	0.21946	3.505311	0.073226	0.135624	0.020712	0	0.025498	0.01267	9.217157
gene-acj6	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-Ack	1.66379	1.367079	3.939547	1.358219	1.405389	0.440256	0.347029	0.47769	0.243698	0.31349	0.212618	0.310368	2.048087
gene-Ack-like	1.79379	1.050209	3.835876	2.0564	1.754175	0.673286	0.160328	0.177837	0.112776	0.187736	0.159555	0.040411	5.047385
gene-Acox3	11.053627	5.103988	6.742402	8.358763	3.607897	3.750441	5.734613	2.289843	5.41237	6.055706	4.546406	5.752412	15.730976
gene-Acsf2	357.350397	600.882133	792.764528	123.793536	1152.82531	35.542549	101.657503	135.30343	14.076177	24.276151	6.341831	23.929024	10.568347
gene-Acsf3	2.930263	0.529538	0.818485	6.042566	0.467853	2.891453	1.125091	0.420668	1.368686	2.17961	3.646055	1.102336	0.523096
gene-Acsl	70.249671	60.804326	224.308286	59.687795	76.445374	37.282325	8.361603	3.618018	6.638988	4.210559	23.494366	24.675786	14.890483
gene-Actbeta	0.057254	0.438945	0.608199	0	0.459383	0	0	0	0	0	0	0	0.912896
gene-Actn	20.148436	24.287292	48.786545	27.519234	30.493538	64.280049	4.426367	2.242445	1.885	1.382782	2.133243	0.792683	245.827056
gene-Ada	10.905689	5.199802	8.84272	12.640287	3.709425	7.0402	16.214251	12.077623	18.429402	12.696313	19.876303	20.412274	4.288331
gene-Ada2a	4.991078	5.182985	14.356066	2.84418	11.125851	0.893814	4.918006	5.396772	5.088418	3.030154	4.645269	6.151152	6.731332
gene-Ada2b	3.759128	1.920459	5.194076	3.691411	1.15355	1.084731	1.380597	0.769351	0.747347	1.486144	1.364676	1.013045	3.650373
gene-Ada3	13.666438	10.432251	21.78035	16.820997	8.785733	4.068117	16.504178	17.368286	9.887728	13.796969	10.65484	17.120213	21.104253
gene-Adamts-1	1.290666	1.002591	2.07781	0.174518	1.403409	5.684164	0.31501	0.09829	0.122388	0.018148	0.074404	0	88.215977
gene-AdamTS-B	0.326679	0.102093	0.270214	0.301212	0.635608	1.135877	0.041657	0.095973	0.169084	0.043554	0.729469	0.169197	13.693093
gene-Adamts-like	0.133468	0.105259	2.009198	0.149681	0.504301	1.608211	0.112748	0.025059	0.074012	0.076961	0.117367	0.074153	36.009274
gene-Adar	6.541546	3.461416	10.754724	1.064444	4.975185	0.738107	1.141	0.801954	0.638101	0.698017	0.808304	0.987528	1.205355
gene-Adat1	1.509784	1.199138	1.674185	1.874023	1.133507	0.76509	2.731207	2.25974	1.649634	1.778308	1.335342	1.802318	0.51857
gene-Adck1	27.225564	11.313273	19.368488	41.965624	9.300355	7.571509	19.479826	9.316473	16.785683	18.516039	31.850217	25.571122	7.651562
gene-ADD1	3.643027	2.04336	5.124832	3.01331	2.087595	0.938152	2.013905	1.77875	0.865771	1.601345	1.692542	1.295427	2.529256
gene-Adh	126.534873	76.026668	67.00986	178.12652	72.531211	72.9327	77.183156	63.94123	69.802439	97.630666	107.225186	97.916811	0
gene-Adi1	20.774448	14.006258	19.61574	11.483288	15.081316	3.791767	26.570439	25.654018	21.488823	13.207058	12.626981	17.282554	6.978333
gene-AdipoR	54.135895	20.738091	72.740482	28.684616	20.49462	15.558757	16.642707	4.884943	9.083456	37.002269	27.986818	13.361734	30.612337
gene-Adk2	16.59543	9.367077	5.97539	15.040136	4.81942	8.120626	7.923616	7.709308	6.757062	3.018035	5.283154	8.39639	8.423231
gene-AdoR	0.249859	0.322409	0.081949	0.18523	0.139134	0.447036	0.132872	0.04334	0.598775	0.192774	0.723928	0.335676	0.759074
gene-adp	5.116739	2.089126	6.609705	4.716934	1.255767	0.648361	0.932603	0.589156	0.346979	0.150733	0.191235	0.165622	2.460114
gene-Adsl	12.677222	6.004129	13.393759	8.462877	9.932837	6.94771	8.262934	3.571596	5.650822	5.857411	10.970188	7.777114	26.102103
gene-Adss	11.841975	3.192796	6.110784	5.568768	3.666378	4.922106	5.287185	2.204754	2.287938	5.079683	2.013018	1.314498	8.469662
gene-Aduk	7.989395	5.063806	9.630097	3.606438	6.797215	0.484666	1.468809	1.185736	0.877479	0.382069	0.550686	0.505338	2.602331
gene-Ae2	10.832828	2.437085	0.662865	19.500704	1.484111	4.506106	3.174427	0.743464	0.780792	2.383997	9.45198	2.931514	0.349142
gene-ae3	140.740312	70.412833	102.213506	135.828823	29.798212	9.258817	38.678952	41.357745	19.657004	40.264174	19.006584	19.423459	0
gene-ae48	5.557501	4.077913	6.92776	15.14415	11.21791	16.25279	3.811052	2.880571	2.57137	5.929503	6.353241	6.909903	33.163049
gene-Afg3l2	26.529687	11.692896	15.917066	51.240701	10.460215	16.829948	22.055744	9.473834	14.421071	19.525878	22.085646	19.101912	37.796408
gene-aft	13.619838	45.070848	68.30671	14.105049	40.594004	1.721281	25.702835	17.600043	5.794453	15.638401	4.140311	7.253876	9.223482
gene-Afti	10.251465	6.282696	11.671042	10.314447	3.333482	2.285306	4.34032	2.278157	1.726339	3.316154	2.611804	4.523783	1.498881
gene-AGBE	11.10335	5.693157	3.263883	9.493898	2.85498	15.490202	7.086435	3.554243	7.609919	7.432556	7.792259	5.252256	11.586005
gene-AgmNAT	54.661255	12.832589	15.918825	88.611215	18.907946	147.80606	65.758569	52.237428	848.043274	123.091936	386.313105	146.991689	2.669481
gene-ago	1.990578	2.609222	6.9849	3.532199	2.717155	0.680648	1.058996	0.461279	0.32954	0.507554	0.505334	0.758762	3.774383
gene-AGO1	4.299486	3.6749	10.740073	4.318025	5.238741	1.498898	0.78795	0.671843	0.294227	0.710663	0.904463	0.788515	6.420908
gene-Ago2	164.963792	68.897192	128.097787	65.289561	63.987123	23.769612	28.891227	15.347891	25.647543	30.728287	19.380243	23.983983	27.592683
gene-AGO3	0.543971	0.530798	1.229544	0.385617	0.93328	0.054894	0.113509	0.019957	0.016657	0.181007	0.039663	0.053365	0.595448
gene-Agpat1	16.229141	7.549933	14.70079	3.288122	3.377836	1.151236	1.432524	0.409142	1.637436	2.0684	1.026569	2.127645	1.205508
gene-AGPAT2	89.232056	222.992081	660.568091	252.318714	431.722487	18.562354	83.078782	126.09695	50.140992	60.249832	43.034801	124.378282	18.540247
gene-AGPAT5	13.475977	179.328068	564.343248	66.920541	546.639986	10.091253	46.233474	108.369363	27.029476	130.809882	37.657087	34.079463	18.739969
gene-Agps	1.247272	2.140629	16.382582	13.355148	10.852594	9.678694	2.458902	1.204754	1.525407	2.96019	2.632441	1.20289	0.058665
gene-Agxt	4.174223	0.599049	0.160221	0.355991	1.073191	0	0.16048	0	0.787706	0.025086	1.666298	0.205234	14.025332
gene-Ahcy	47.400824	22.083144	53.876042	75.721289	47.820432	54.524243	67.740797	37.974385	69.903269	78.447347	139.521592	70.754601	227.369627
gene-Ahsa1	9.56298	2.654206	5.558026	17.212481	3.089321	9.253714	2.805769	2.863864	10.858462	3.494806	8.183452	5.7387	14.294518
gene-Ai-b	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-aif	0.027512	0.068493	0	0.190117	0.104974	0	0	0	0	0	0.023646	0.069957	0.150168
gene-AIMP1	11.154271	4.303591	13.122625	26.224635	10.394036	9.831465	21.53173	13.397741	29.215461	19.831244	42.167523	29.420405	24.80585
gene-AIMP3	10.719077	3.353436	4.758786	14.3552	3.041751	8.314726	13.792149	16.963646	24.903855	20.330924	34.400527	30.844154	24.290785
gene-ais	0.835937	0.323631	2.583673	3.043963	2.369496	1.15292	0.095901	0.02194	0.041205	0.263691	0.346755	0.355181	3.166011
gene-AK	477.06215	61.204133	45.887223	1165.824563	104.645293	1667.029122	217.629157	57.883572	303.204995	120.286068	470.778376	190.948943	910.381969
gene-Ak2	46.991621	9.124263	13.441175	98.588821	16.869976	62.349513	39.147785	23.101294	51.300673	67.962816	105.015642	54.316806	93.318441
gene-Ak6	9.628888	8.063824	29.355554	25.680996	36.120769	5.143286	10.891508	18.649308	11.078	16.126505	13.990103	14.643268	6.209204
gene-Akap200	4.300678	2.863181	7.958999	8.566129	7.947729	6.927607	0.53735	0.717274	0.327867	0.282101	0.329201	0.910636	148.587716
gene-AKH1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AKH2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AKH3	0	0.252479	0.265979	0	0	0	0	0	0.036976	0.041162	0	0	0.212813
gene-AkhR	0.937729	0.157521	0.283297	0.01919	0.075649	0	0	0	0.16818	0.070235	0.352255	0.039396	4.546767
gene-Akt	36.136238	24.722432	41.771266	41.038213	31.613234	13.142662	2.052617	1.455952	0.692091	1.211317	1.109641	1.356252	70.588906
gene-AlaRS	14.614613	4.36776	10.053903	21.848051	4.839942	5.322241	6.261869	4.233124	6.901601	7.469769	14.707807	13.185941	17.911336
gene-AlaRS-m	2.089265	1.028468	1.488734	1.991754	1.633312	0.834447	0.534327	0.5041	0.423823	0.443318	0.566178	0.395714	2.569451
gene-Alas	49.646371	6.710073	6.92968	35.277936	4.973218	72.356066	20.34617	11.896399	50.420236	16.723846	69.866064	47.896808	27.754927
gene-alc	21.675901	18.359647	44.533159	31.215611	14.425323	5.158965	16.600089	16.636587	16.082489	15.93006	16.686294	21.657886	15.600349
gene-Aldh	41.26612	11.227509	3.873454	41.180214	2.450716	20.697738	30.822848	19.57559	13.769683	12.833898	17.280139	19.127723	12.275933
gene-Aldh7A1	239.19904	107.650806	191.299091	221.276637	128.888426	209.277705	125.496237	49.632002	93.654141	85.911849	81.92885	79.85526	25.928742
gene-Alg-2	18.264781	10.64224	22.620708	22.900245	7.95746	6.752743	21.733999	13.287018	15.721558	12.690825	18.419725	24.270973	13.989042
gene-Alg1	6.770519	1.293464	5.23529	14.982584	3.975693	10.305216	8.829837	6.804749	12.337222	13.586854	28.271628	27.90031	8.495203
gene-Alg10	0	0	0	0	0	0	0.0815	0	0	0.074099	0	0	0.094199
gene-Alg11	19.824515	5.926744	30.228136	44.15225	15.695012	9.966946	16.646646	9.981815	21.157926	14.313571	10.392221	10.671509	20.418031
gene-Alg12	1.875919	0.805037	1.818395	2.773572	0.926236	1.550622	1.15118	0.652096	0.702121	1.214556	0.774258	1.30742	1.758423
gene-Alg14	1.952726	1.725018	1.618322	2.234184	0.492558	0.78007	2.853365	3.955164	2.027835	1.680563	3.927737	2.904137	1.579134
gene-Alg2	7.522145	3.270128	6.603283	5.536257	1.943925	1.480598	6.054831	2.444424	3.323066	5.409163	4.000621	4.688103	5.009424
gene-Alg3	4.439487	1.592139	3.019942	5.444695	1.398719	1.645396	3.428435	1.371688	4.453535	3.307929	4.784725	3.806262	15.589199
gene-Alg7	6.251987	2.718516	3.318388	7.941808	2.113727	1.2139	6.047435	4.143431	4.170284	5.652051	6.818897	7.748035	2.701116
gene-Alg9	0.94265	0.763692	2.505594	1.447174	1.105769	0.645457	0.262886	0.076805	0.053988	0.365274	0.252616	0.012508	2.236563
gene-alien	18.968046	15.249003	34.618636	18.30067	15.214916	4.89402	14.607336	9.29496	7.225878	7.170397	6.159591	6.954006	24.594603
gene-ALiX	29.698687	24.371231	52.760881	35.183138	60.289039	10.341111	1.60986	1.945613	0.935432	3.074151	3.376437	4.266613	49.737689
gene-Alk	0.047783	0.078808	0.223949	0.019944	0.166965	0	0.010962	0	0	0	0	0	0.856409
gene-alka	0	0.024103	0.1083	0.035315	0.173724	0.088693	0.213444	0.086628	0.068995	0.015869	0.028603	0	0.029167
gene-AlkB	5.523384	1.601866	8.332484	6.144852	3.737481	3.006847	8.232431	5.5464	36.656049	13.609568	10.429889	7.429125	3.119871
gene-alph	25.230645	14.064905	17.132685	36.982278	6.181469	6.825701	12.355998	5.831406	5.411491	7.937931	6.095786	3.90714	26.263709
gene-alpha-Cat	2.020603	0.860858	2.516141	1.954647	4.171391	0.972246	0.390275	0.226773	0.132619	0.330748	0.399344	0.516705	4.00837
gene-alpha-Catr	0.059426	0.058905	0.15584	0.033294	0.275527	0.189314	0.053093	0.012384	0.019143	0.02363	0.038698	0.009025	8.689627
gene-alpha-Man-Ib	4.212383	1.867419	8.518882	4.319618	2.047498	1.009293	1.264899	0.55087	0.921643	1.342031	1.644009	2.284001	1.758615
gene-alpha-Man-IIa	2.338784	0.485508	0.799623	3.655721	0.51393	0.863655	0.229146	0.21847	0.205185	0.683828	0.561827	0.233937	3.551357
gene-alpha-Man-IIb	25.908072	0.992037	6.428362	31.677617	1.597535	10.017346	4.026498	0.334226	1.420541	6.70486	3.680005	2.197515	8.230776
gene-alpha-PheRS	12.874931	4.997017	11.29546	33.881908	13.328568	15.508624	10.827715	5.539389	10.390095	11.910446	20.996147	17.200962	41.565406
gene-alpha-Spec	17.954052	1.693856	4.803363	39.069461	4.571828	26.552215	0.575651	0.213018	0.883179	1.077105	2.621659	1.904341	29.935986
gene-alphaCOP	30.512457	11.417404	30.435738	36.184032	28.785529	20.352032	1.689698	0.983279	0.791945	1.14357	1.827476	2.105019	37.93092
gene-alphaSnap	32.886126	20.665251	48.920292	26.210676	13.952815	6.22914	30.375269	11.063165	8.316835	9.607424	11.519353	10.931461	19.467868
gene-Alr	18.057761	2.271302	5.403149	48.553244	1.2347	7.3428	30.452718	6.224656	39.813186	12.168311	30.654621	32.604801	1.656782
gene-Als2	1.63454	1.348448	3.120096	0.748651	1.277636	0.129616	0.531552	0.400972	0.098037	0.28727	0.209564	0.185944	0.381877
gene-Aly	4.763594	2.361264	9.305369	4.762308	2.932486	0.93872	4.768894	2.831861	2.171142	4.642445	4.068045	5.781257	4.130762
gene-Amacr	6.840603	7.715911	5.042459	9.153594	2.159203	4.511734	15.854632	21.465233	23.586863	13.063959	10.835147	34.639668	11.418454
gene-Amnionless	0	0	0	0	0	0	0	0	0	0	0	0	3.577069
gene-amon	0.548027	0.401942	0.838286	0.160112	0	0	0.042584	0.098648	0.007706	0.037177	0	0.072026	0.421001
gene-Amph	45.32528	93.285336	285.421892	24.538783	139.91579	12.399317	8.423344	7.14448	4.134375	5.933388	4.641686	2.351289	134.286425
gene-AMPKalpha	11.210607	10.168161	22.254998	14.913399	13.057605	3.037514	5.237815	4.83087	2.170219	4.314718	3.201286	2.507891	8.147794
gene-amrt	16.117311	13.63992	21.567221	18.048176	20.220542	0.640512	25.13797	28.601679	24.217841	17.711465	14.832814	34.384159	13.670961
gene-Amt	0	0	0.963914	0.073267	0	0	0.128631	0	0	0	0	0	0
gene-Amun	58.88912	75.341846	317.246184	55.644949	223.033081	23.731871	13.315128	8.403864	10.982837	8.770472	8.12209	7.621837	106.792301
gene-amx	25.638498	19.259117	53.476963	25.168635	25.615157	7.131334	55.989883	52.268161	47.777204	36.771578	40.771766	61.001639	14.61833
gene-Amy	1120.821748	6.567209	48.244053	26.764094	38.203173	156.155351	121.605693	37.069577	354.950707	223.295118	193.64357	63.87032	0.977529
gene-an-0128	4.53623	3.3492	212.722527	5.088019	38.352607	67.048084	3.126764	6.861408	8.893622	1.574431	7.675178	1.928348	8.027752
gene-an-0147	3.05073	22.855767	2.811077	37.734988	1.747285	2.971932	12.352803	60.561074	13.509481	23.29224	11.680095	25.825443	31.832326
gene-an-0895	0	0.102427	0	0	0	0	0	0	0	0	0	0	0
gene-ana1	1.597683	2.249925	9.049926	0.474367	8.113549	0.16793	0.246491	0.162754	0.041493	0.107796	0.073574	0.222794	1.48802
gene-Ance-3	0.683724	0.257779	0.154366	0.849872	0.65272	0	0.11985	0.19155	0.103828	0.221417	0.267949	0.060641	1.384247
gene-anchor	6.611155	1.318901	3.780257	2.41132	1.48116	1.415888	1.333637	1.052878	0.639047	0.644524	0.95521	1.466839	1.821672
gene-Ankle2	2.50877	4.934163	49.259418	4.258798	16.843012	1.536479	0.518262	0.559594	0.267438	0.489784	0.245817	0.299292	9.196958
gene-Ankrd49	10.050476	6.259562	7.598912	13.949766	5.717653	5.330339	24.159734	20.304188	32.93163	17.466447	22.788453	34.107495	7.912875
gene-anne	0.965598	0.598957	4.550403	0.665371	3.244881	0.518061	0.111944	0.149423	0.053051	0.180179	0.128882	0.308795	0.467534
gene-AnnIX	171.869119	114.940854	159.059161	315.802902	165.616758	286.551474	197.317259	87.767738	137.094748	132.964942	99.62025	106.299077	498.594127
gene-Ant	1141.55102	970.234362	1946.53619	2120.030039	1810.885615	1557.956241	408.192899	240.935461	217.322274	325.309679	349.934229	200.219378	3568.163349
gene-AnxB10	8.925782	5.305504	6.375816	9.072678	6.247802	14.360175	4.185056	3.678755	4.795261	2.902432	3.166723	4.344313	29.69971
gene-Anxb13	11.317367	21.904724	130.652518	8.569271	70.152647	8.48139	1.930032	2.781211	1.495603	1.686716	1.494787	1.900134	30.818774
gene-aop	32.499673	11.873895	1.811345	64.411287	1.195201	8.886599	5.604445	6.238362	2.691888	5.453664	3.228118	3.974781	27.799386
gene-aos	0	0.018125	0.055398	0.130426	0.472407	0	0	0.02382	0.060658	0.070189	0	0	1.718193
gene-Aos1	7.793595	4.530678	12.189081	15.501328	15.258382	9.622599	11.026755	12.42735	17.477349	11.08875	23.585325	20.236146	38.763495
gene-Aox1	0	0.039385	0.044953	0.006473	0.055115	0	0	0	0	0.012845	0	0.051654	0.010708
gene-ap	0	0.007598	0.045516	0.078058	0	0	0	0	0	0.007365	0.026989	0.014683	0
gene-AP-1-2beta	14.541793	6.671173	14.902986	23.41524	9.898427	8.302558	1.425142	0.908507	1.310963	2.944231	1.89565	2.44193	20.325457
gene-AP-1gamma	36.705963	30.198793	65.508511	32.041621	31.49699	5.74476	3.970844	2.739634	1.322372	4.425487	4.818809	3.753946	10.247261
gene-AP-1mu	65.636853	47.305277	86.076637	104.142313	43.43126	23.418069	60.517741	44.881606	72.29853	75.18491	84.877699	97.523309	49.453534
gene-AP-1sigma	42.995081	13.201957	24.802383	52.81901	12.312563	15.319058	61.369966	35.546626	49.063747	37.022546	64.104193	68.69653	23.268805
gene-AP-2alpha	3.602659	1.431565	4.352566	3.920652	2.201787	1.198981	1.301888	1.090566	0.954783	1.38001	1.625003	1.203371	13.717123
gene-AP-2mu	8.435477	3.76901	9.423071	11.972451	3.221196	3.311202	2.843321	1.814609	2.179442	2.997964	2.653343	2.151847	18.02145
gene-AP-2sigma	4.858633	3.018487	6.645241	5.69546	4.362449	3.502744	4.310984	2.748447	3.869927	3.004658	4.378608	3.962334	21.709079
gene-Apaf-1	3.316526	3.337634	8.024462	6.717001	5.315581	0.68781	0.935433	0.657811	0.203152	0.524773	0.280868	0.406116	2.352223
gene-APC10	24.979948	21.246423	39.110399	20.871536	30.163981	5.403394	41.189138	59.273641	41.264459	33.840835	39.836852	61.458541	9.870481
gene-APC4	2.565546	1.139723	3.218698	3.158362	1.064155	1.322709	4.3206	0.845274	1.644311	2.544809	1.525081	2.362028	1.777875
gene-ApepP	21.609285	7.8976	10.781473	29.545729	9.787323	14.878168	7.019763	3.949962	5.373229	5.567754	7.87826	5.648784	76.214943
gene-Apf	44.143382	24.495234	42.609215	32.760045	44.263422	37.054619	108.122779	98.650433	153.024465	53.758248	155.362736	171.840252	21.275754
gene-aph-1	5.732873	2.567997	5.642299	7.373031	3.132373	1.336174	4.017293	3.469643	3.090351	2.807751	3.286752	2.752348	5.029683
gene-aPKC	26.393905	22.940685	53.123339	23.750592	19.031622	5.902432	5.181949	2.940949	1.441457	2.811868	1.913216	1.726304	5.547938
gene-Aplip1	0.024626	0	0	0	0	0	0	0	0	0	0	0.028584	0.044873
gene-apn	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-Apn1	890.229038	253.734377	169.597724	2967.817286	157.998669	665.114024	132.231391	59.130138	81.406223	169.244032	134.168301	204.709418	0
gene-Apn2	258.231296	26.468844	113.755641	274.847467	41.616527	140.238385	42.502981	14.570348	20.739861	79.165907	51.268064	52.10861	0
gene-Apn3	310.677914	140.131329	15.080035	2415.459893	27.925274	344.161694	83.381119	38.188641	38.409933	163.853903	90.32686	64.627731	0
gene-Apn4	339.560768	218.170861	358.401677	2679.918047	268.473742	519.824348	28.631943	11.43776	9.279313	56.93086	48.83941	30.129133	0.012667
gene-apolpp	25.811543	2.936986	0.161032	0.018529	10.449825	0.300059	0.009127	0	0.174867	0.014248	0.953909	0.01268	551.156268
gene-Apoltp	1.908921	1.289507	3.320055	1.398679	2.56964	0.699508	0.308466	0.160113	0.171929	0.205102	0.201371	0.192504	4.680106
gene-app	16.122034	7.294845	17.656503	20.234386	13.469339	8.391979	0.858836	0.30161	0.331723	0.109716	0.350705	0.239363	9.727921
gene-APP-BP1	4.922489	2.117545	4.465103	5.967808	1.548045	0.899947	6.441008	3.396058	6.759315	6.072013	8.240095	10.684846	7.571908
gene-Appl	0.179288	0.326472	1.565534	0.169966	2.400634	0.520223	0	0.050052	0.041122	0.020067	0.158574	0.01218	4.761491
gene-Aprt	1.588378	0.775903	1.61777	1.795071	0.082838	0.238972	1.801921	0.581162	1.090025	0.571013	1.165716	1.460382	1.739738
gene-Aps	78.604769	62.242493	139.667488	105.924801	134.515387	41.966874	195.859973	152.014616	274.317305	136.085262	173.090177	127.886695	124.373592
