pfam_accession,genes_com_dominio_universo,genes_com_dominio_DE,odds_ratio,pvalue,padj
PF27557.1,1,1,inf,0.3367700498605595,0.4892970851422977
PF25767.2,2,2,inf,0.11339518920254132,0.4892970851422977
PF14955.13,1,1,inf,0.3367700498605595,0.4892970851422977
PF16099.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF03016.21,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF20925.4,1,1,inf,0.3367700498605595,0.4892970851422977
PF04928.23,1,1,inf,0.3367700498605595,0.4892970851422977
PF16320.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF24468.2,2,2,inf,0.11339518920254132,0.4892970851422977
PF02064.22,1,1,inf,0.3367700498605595,0.4892970851422977
PF03456.26,6,5,9.858040201005025,0.018671605924011982,0.4892970851422977
PF23586.3,8,4,1.9703592062295905,0.2656693004772561,0.4892970851422977
PF10585.15,2,2,inf,0.11339518920254132,0.4892970851422977
PF18336.8,1,1,inf,0.3367700498605595,0.4892970851422977
PF13410.12,11,8,5.260246416897159,0.009426434163685746,0.4892970851422977
PF25880.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF16842.12,10,5,1.9706030150753768,0.2201369302716984,0.4892970851422977
PF00562.34,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF03177.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF00514.30,17,7,1.3792357968828557,0.33716785601010013,0.4892970851422977
PF12335.14,2,2,inf,0.11339518920254132,0.4892970851422977
PF02230.23,2,2,inf,0.11339518920254132,0.4892970851422977
PF01208.24,1,1,inf,0.3367700498605595,0.4892970851422977
PF10193.15,1,1,inf,0.3367700498605595,0.4892970851422977
PF08534.17,7,4,2.6274805325295154,0.1785528610215944,0.4892970851422977
PF03345.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF00416.28,1,1,inf,0.3367700498605595,0.4892970851422977
PF22458.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF14578.13,1,1,inf,0.3367700498605595,0.4892970851422977
PF02157.22,1,1,inf,0.3367700498605595,0.4892970851422977
PF16184.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF15784.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF01725.22,1,1,inf,0.3367700498605595,0.4892970851422977
PF04707.21,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF08082.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF14702.13,1,1,inf,0.3367700498605595,0.4892970851422977
PF25384.2,10,5,1.9706030150753768,0.2201369302716984,0.4892970851422977
PF16496.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF20030.6,1,1,inf,0.3367700498605595,0.4892970851422977
PF06553.18,1,1,inf,0.3367700498605595,0.4892970851422977
