"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ontology"
"GO:0003735","structural constituent of ribosome","143/3690","160/9658",0.89375,2.33925135501355,13.431542626628,4.11597602193769e-42,2.82355955104925e-38,2.52937558063918e-38,"gene-mRpL49/gene-RpLP0/gene-RpS23/gene-mRpL15/gene-mRpS18C/gene-RpS11/gene-mRpL40/gene-RpL13/gene-mRpS23/gene-mRpL16/gene-mRpL46/gene-mRpL18/gene-RpL38/gene-mRpS6/gene-mRpL51/gene-RpL30/gene-RpL9/gene-mRpS24/gene-mRpL34/gene-mRpL47/gene-mRpS35/gene-RpS27A/gene-RpLP2/gene-RpS15A/gene-LOC142981581/gene-mRpS9/gene-RpL24/gene-mRpL13/gene-mRpL27/gene-RpS17/gene-mRpS33/gene-mRpS7/gene-RpL26/gene-mRpS17/gene-RpL5/gene-mRpL30/gene-mRpL14/gene-RpL36A/gene-RpL37-1/gene-mRpL23/gene-mRpS12/gene-RpL29/gene-RpS18/gene-mRpL2/gene-mRpL52/gene-mRpL12/gene-RpL14/gene-RpL31/gene-mRpS34/gene-RpL35/gene-RpL39/gene-RpS10b/gene-mRpL39/gene-mRpL32/gene-mRpS14/gene-LOC142987909/gene-mRpS2/gene-RpS24/gene-RpS7/gene-RpS27/gene-mRpS18A/gene-mRpL55/gene-mRpL33/gene-mRpS21/gene-RpL37A/gene-RpS12/gene-mRpS11/gene-mRpL37/gene-RpL35A/gene-RpS2/gene-mRpL41/gene-mRpL10/gene-mRpS18B/gene-mRpL1/gene-RpL34/gene-RpS5/gene-RpLP1/gene-mRpL3/gene-LOC142973667/gene-LOC142972638/gene-RpS28b/gene-LOC142972637/gene-RpL12/gene-mRpL19/gene-RpL19/gene-RpL22/gene-RpS30/gene-mRpL35/gene-bonsai/gene-mRpL48/gene-mRpL43/gene-RpS8/gene-mRpL17/gene-mRpL9/gene-RpL23/gene-mRpS10/gene-RpL8/gene-RpS15/gene-mRpL45/gene-RpL27A/gene-RpL27/gene-mRpL22/gene-mRpL44/gene-RpS21/gene-mRpS5/gene-mRpL53/gene-RpS29/gene-mRpL11/gene-mRpL4/gene-RpL40/gene-mRpL38/gene-mRpL50/gene-RpL13A/gene-mRpL20/gene-mRpS25/gene-LOC142985091/gene-RpS25/gene-mRpS29/gene-mRpL24/gene-mRpS30/gene-mRpL54/gene-mRpS16/gene-mRpS31/gene-RpL28/gene-RpS4/gene-RpL15/gene-RpS9/gene-RpS3A/gene-LOC142981491/gene-RpL11/gene-mRpS22/gene-mRpS26/gene-RpL32/gene-RpL10/gene-RpS16/gene-RpL21/gene-RpL6/gene-RpS3/gene-RpL7/gene-RpS14/gene-RpS20/gene-mRpL28/gene-sta",143,"MF"
"GO:0044391","ribosomal subunit","140/3690","162/9658",0.864197530864197,2.26190237211014,12.7359927327871,1.84222900783778e-37,6.3188454968836e-34,5.66049102513525e-34,"gene-mRpL49/gene-RpLP0/gene-RpS23/gene-Fmr1/gene-mRpL15/gene-mRpS18C/gene-RpS11/gene-mRpL40/gene-RpL13/gene-mRpS23/gene-mRpL16/gene-mRpL46/gene-mRpL18/gene-RpL38/gene-mRpS6/gene-mRpL51/gene-RpL30/gene-RpL9/gene-mRpS24/gene-mRpL34/gene-mRpL47/gene-mRpS35/gene-RpS27A/gene-RpLP2/gene-RpS15A/gene-mRpS9/gene-RpL24/gene-mRpL13/gene-mRpL27/gene-RpS17/gene-mRpS33/gene-mRpS7/gene-RpL26/gene-mRpS17/gene-RpL5/gene-mRpL30/gene-mRpL14/gene-RpL36A/gene-RpL37-1/gene-mRpL23/gene-mRpS12/gene-RpL29/gene-RpS18/gene-mRpL2/gene-mRpL52/gene-mRpL12/gene-RpL14/gene-RpL31/gene-mRpS34/gene-RpL35/gene-RpS10b/gene-mRpL39/gene-mRpL32/gene-mRpS14/gene-LOC142987909/gene-mRpS2/gene-RpS24/gene-RpS7/gene-RpS27/gene-mRpS18A/gene-mRpL33/gene-mRpS21/gene-RpL37A/gene-RpS12/gene-mRpS11/gene-mRpL37/gene-RpS2/gene-mRpL10/gene-mRpS18B/gene-mRpL1/gene-LOC142974411/gene-RpL34/gene-RpLP1/gene-mRpL3/gene-LOC142973667/gene-LOC142972638/gene-RpS28b/gene-LOC142972637/gene-RpL12/gene-mRpL19/gene-RpL19/gene-RpL22/gene-RpS30/gene-mRpL35/gene-bonsai/gene-mRpL48/gene-mRpL43/gene-RpS8/gene-mRpL17/gene-mRpL9/gene-RpL23/gene-mRpS10/gene-RpL8/gene-RpS15/gene-mRpL45/gene-RpL27A/gene-RpL27/gene-mRpL22/gene-mRpL44/gene-RpS21/gene-mRpS5/gene-mRpL53/gene-RpS29/gene-mRpL11/gene-mRpL4/gene-RpL40/gene-MCTS1/gene-mRpL38/gene-LOC142974534/gene-LOC142973376/gene-mRpL50/gene-RpL13A/gene-mRpS25/gene-RpS25/gene-mRpS29/gene-mRpL24/gene-mRpS30/gene-mRpL54/gene-mRpS31/gene-RpL28/gene-RpS4/gene-RpL15/gene-RpS9/gene-RpS3A/gene-LOC142972542/gene-RpL11/gene-mRpS22/gene-mRpS26/gene-RpL32/gene-RpL10/gene-RpS16/gene-Dic1/gene-RpL21/gene-RpL6/gene-RpS3/gene-RpL7/gene-RpS14/gene-RpS20/gene-mRpL28/gene-sta",140,"CC"
"GO:0005840","ribosome","154/3690","188/9658",0.819148936170213,2.1439946952661,12.4551177390592,2.63636107745329e-35,6.02847899710986e-32,5.40037753339379e-32,"gene-mRpL49/gene-SF1/gene-RpLP0/gene-RpS23/gene-Fmr1/gene-mRpL15/gene-mRpS18C/gene-RpS11/gene-mRpL40/gene-RpL13/gene-mRpS23/gene-mRpL16/gene-mRpL46/gene-mRpL18/gene-RpL38/gene-mRpS6/gene-mRpL51/gene-RpL30/gene-RpL9/gene-mRpS24/gene-mRpL34/gene-mRpL47/gene-mRpS35/gene-RpS27A/gene-RpLP2/gene-RpS15A/gene-LOC142981581/gene-mRpS9/gene-RpL24/gene-mRpL13/gene-mRpL27/gene-RpS17/gene-mRpS33/gene-mRpS7/gene-RpL26/gene-mRpS17/gene-RpL5/gene-mRpL30/gene-mRpL14/gene-RpL36A/gene-RpL37-1/gene-mRpL23/gene-mRpS12/gene-RpL29/gene-RpS18/gene-mRpL2/gene-mRpL52/gene-mRpL12/gene-RpL14/gene-RpL31/gene-mRpS34/gene-RpL35/gene-RpL39/gene-RpS10b/gene-mRpL39/gene-mRpL32/gene-mRpS14/gene-LOC142987909/gene-mRpS2/gene-RpS24/gene-RpS7/gene-RpS27/gene-mRpS18A/gene-mRpL33/gene-eEF2/gene-mRpS21/gene-RpL37A/gene-RpS12/gene-mRpS11/gene-mRpL37/gene-RpL35A/gene-RpS2/gene-mRpL10/gene-mRpS18B/gene-mRpL1/gene-LOC142974411/gene-RpL34/gene-RpLP1/gene-mRpL3/gene-LOC142973667/gene-LOC142972638/gene-RpS28b/gene-LOC142972637/gene-RpL12/gene-mRpL19/gene-RpL19/gene-RpL22/gene-RpS30/gene-mRpL35/gene-bonsai/gene-mRpL48/gene-mRpL43/gene-RpS8/gene-mRpL17/gene-mRpL9/gene-RpL23/gene-mRpS10/gene-RpL8/gene-RpS15/gene-mRpL45/gene-RpL27A/gene-RpL27/gene-mRpL22/gene-mRpL44/gene-RpS21/gene-mRpS5/gene-mRpL53/gene-RpS29/gene-mRpL11/gene-mRpL4/gene-RpL40/gene-MCTS1/gene-mRpL38/gene-LOC142974534/gene-LOC142973376/gene-mRpL50/gene-RpL13A/gene-mRpL20/gene-mRpS25/gene-RpS25/gene-mRpS29/gene-mRpL24/gene-LOC142973990/gene-mRpS30/gene-mRpL54/gene-LOC142983927/gene-mRpS16/gene-mRpS31/gene-RpL28/gene-RpS4/gene-RpL15/gene-l(3)80Fj/gene-RpS9/gene-RpS3A/gene-LOC142981491/gene-LOC142972542/gene-RpL11/gene-Adar/gene-mle/gene-mRpS22/gene-mRpS26/gene-RpL32/gene-RpL10/gene-RpS16/gene-Dic1/gene-RpL21/gene-RpL6/gene-RpS3/gene-RpL7/gene-RpS14/gene-PNPase/gene-RpS20/gene-mRpL28/gene-sta",154,"CC"
"GO:0098798","mitochondrial protein-containing complex","176/3690","227/9658",0.775330396475771,2.02930649570813,12.3395312231952,2.66884869652006e-34,4.57707551453191e-31,4.10019439218003e-31,"gene-ND-B17.2/gene-NP15.6/gene-ND-13A/gene-LOC142977612/gene-mRpL49/gene-ND-ASHI/gene-ND-B18/gene-ND-ACP/gene-mRpL15/gene-ND-B16.6/gene-ND-B12/gene-ox/gene-blp/gene-LOC142987685/gene-LOC142987536/gene-mRpS18C/gene-LOC142977913/gene-sun/gene-ATPsynF/gene-ND-B15/gene-LOC142980234/gene-mRpL40/gene-LOC142980365/gene-mRpS23/gene-LOC142977953/gene-mRpL16/gene-ATPsynE/gene-LOC142975328/gene-mRpL46/gene-LOC142975930/gene-mRpL18/gene-ATPsynG/gene-mRpS6/gene-mRpL51/gene-LOC142977517/gene-Tim8/gene-LOC142984621/gene-mRpS24/gene-mRpL34/gene-LOC142984567/gene-mRpL47/gene-ND-B17/gene-mRpS35/gene-UQCR-Q/gene-cype/gene-ND-39/gene-LOC142981526/gene-LOC142981581/gene-ND-B14.5B/gene-mRpS9/gene-ND-B14.7/gene-mRpL13/gene-mRpL27/gene-Tim9a/gene-ND-13B/gene-ATPsynO/gene-mRpS33/gene-ATPsynCF6/gene-mRpS7/gene-mRpS17/gene-mRpL30/gene-mRpL14/gene-mRpL23/gene-mRpS12/gene-Sod2/gene-mRpL2/gene-mRpL52/gene-mRpL12/gene-mRpS34/gene-COX5A/gene-LOC142973869/gene-ND-PDSW/gene-mRpL39/gene-mRpL32/gene-ND-B8/gene-mRpS14/gene-Phb2/gene-ND-SGDH/gene-LOC142987909/gene-mRpS2/gene-LOC142976110/gene-Ndufs8/gene-mRpS18A/gene-mRpL33/gene-mRpS21/gene-Uqcr11/gene-ATPsynD/gene-ND-MNLL/gene-mge/gene-mRpS11/gene-mRpL37/gene-LOC142984096/gene-Dbct/gene-mRpL10/gene-mRpS18B/gene-LOC142981532/gene-mRpL1/gene-LOC142974411/gene-Bcs1/gene-ND-B22/gene-mRpL3/gene-Cyt-c1/gene-ND-24/gene-ND-30/gene-LOC142972638/gene-ND-42/gene-LOC142972637/gene-mRpL19/gene-ATPsynB/gene-l(2)37Bb/gene-mRpL35/gene-bonsai/gene-Uccr/gene-mRpL48/gene-mRpL43/gene-wal/gene-mRpL17/gene-ATPsyndelta/gene-ND-18/gene-mRpL9/gene-mRpS10/gene-mRpL45/gene-EMRE/gene-mRpL22/gene-LOC142982435/gene-mRpL44/gene-mRpS5/gene-mRpL53/gene-ScsbetaG/gene-LOC142984620/gene-mRpL11/gene-mRpL4/gene-mRpL38/gene-Tim10/gene-LOC142974534/gene-LOC142973376/gene-mRpL50/gene-mRpS25/gene-Phb1/gene-LOC142987070/gene-mRpS29/gene-LOC142984806/gene-mRpL24/gene-mRpS30/gene-mRpL54/gene-LOC142974003/gene-LOC142977808/gene-Etfb/gene-mRpS31/gene-rswl/gene-SdhA/gene-LOC142981634/gene-LOC142981491/gene-LOC142972542/gene-Tim23/gene-CIA30/gene-mldr/gene-mRpS22/gene-mRpS26/gene-LOC142977187/gene-MICU1/gene-Dic1/gene-LOC142983063/gene-LOC142976516/gene-Mccc2/gene-Nc73EF/gene-Roe1/gene-blw/gene-LOC142986563/gene-PNPase/gene-Mulk/gene-UQCR-C2/gene-ATPsynC/gene-ND-49/gene-mRpL28/gene-Pdk",176,"CC"
"GO:0006412","translation","219/3690","315/9658",0.695238095238095,1.81967737772616,11.6298722231128,2.49200881878544e-30,3.41903609937363e-27,3.06280999664619e-27,"gene-Akt/gene-bel/gene-mRpL49/gene-eEF1delta/gene-RpLP0/gene-RpS23/gene-mRpL15/gene-eIF4B/gene-mRpS18C/gene-RpS11/gene-mRpL40/gene-mxt/gene-RpL13/gene-LOC142973531/gene-mRpS23/gene-mRpL16/gene-mRpL46/gene-mRpL18/gene-RpL38/gene-mRpS6/gene-mRpL51/gene-RpL30/gene-Nacalpha/gene-RpL9/gene-mRpS24/gene-LOC142974739/gene-mRpL34/gene-mRpL47/gene-LOC142977493/gene-Egfr/gene-mRpS35/gene-RpS27A/gene-NAT1/gene-LOC142981347/gene-RpLP2/gene-RpS15A/gene-LOC142981581/gene-mRpS9/gene-RpL24/gene-mRpL13/gene-mRpL27/gene-RpS17/gene-mRpS33/gene-mRpS7/gene-RpL26/gene-eIF3k/gene-mRpS17/gene-RpL5/gene-mRpL30/gene-mRpL14/gene-RpL36A/gene-RpL37-1/gene-mRpL23/gene-mRpS12/gene-Secp43/gene-RpL29/gene-RpS18/gene-mRpL2/gene-eIF3a/gene-mRpL52/gene-mRpL12/gene-RpL14/gene-RpL31/gene-eIF3i/gene-mRpS34/gene-RpL35/gene-eIF3m/gene-AIMP1/gene-RpL39/gene-RpS10b/gene-mRpL39/gene-mRpL32/gene-mRpS14/gene-LOC142987909/gene-mRpS2/gene-RpS24/gene-RpS7/gene-mEFTs/gene-RpS27/gene-eIF3g1/gene-mRpS18A/gene-mRpL55/gene-mRpL33/gene-eEF2/gene-mRpS21/gene-RpL37A/gene-RpS12/gene-mRpS11/gene-mRpL37/gene-Nipped-B/gene-RpL35A/gene-RpS2/gene-LOC142972368/gene-mRpL41/gene-mRpL10/gene-mRRF1/gene-mRpS18B/gene-eIF1A/gene-eEF5/gene-mRpL1/gene-DENR/gene-LOC142974411/gene-OXA1L/gene-RpL34/gene-RpS5/gene-RpLP1/gene-mRpL3/gene-LOC142973667/gene-LOC142972638/gene-RpS28b/gene-LOC142972637/gene-RpL12/gene-mRpL19/gene-RpL19/gene-DNApol-gamma35/gene-TyrRS/gene-CRIF/gene-RpL22/gene-RpS30/gene-mRpL35/gene-bonsai/gene-mRpL48/gene-mRpL43/gene-RpS8/gene-mRpL17/gene-mRpL9/gene-RpL23/gene-eIF3l/gene-mRpS10/gene-RpL8/gene-RpS15/gene-mRpL45/gene-RpL27A/gene-RpL27/gene-AGO1/gene-mRpL22/gene-mRpL44/gene-eIF1/gene-AsnRS-m/gene-eIF2Balpha/gene-eEF1beta/gene-RpS21/gene-eIF2Bgamma/gene-mRpS5/gene-mRpL53/gene-RpS29/gene-LOC142974240/gene-mRpL11/gene-mRpL4/gene-Gdap1/gene-alpha-PheRS/gene-RpL40/gene-MCTS1/gene-mRpL38/gene-LOC142974534/gene-mRpL50/gene-RpL13A/gene-mRpL20/gene-mRpS25/gene-LOC142985091/gene-RpS25/gene-eIF2Bdelta/gene-mRpS29/gene-mRpL24/gene-LOC142973677/gene-mRpS30/gene-mRpL54/gene-LOC142983927/gene-mRpS16/gene-mRpS31/gene-RpL28/gene-RpS4/gene-RpL15/gene-l(3)80Fj/gene-RpS9/gene-RpS3A/gene-LOC142981491/gene-LOC142972542/gene-LOC142973375/gene-RpL11/gene-eIF2beta/gene-LOC142974631/gene-mRpS22/gene-eEF1gamma/gene-mRpS26/gene-GatA/gene-LOC142973202/gene-SerRS-m/gene-AspRS-m/gene-Ctu1/gene-Paip1/gene-RpL32/gene-RpL10/gene-RpS16/gene-TyrRS-m/gene-RpL21/gene-RpL6/gene-LOC142985529/gene-eRF1/gene-mRF1/gene-pelo/gene-RpS3/gene-LOC142982098/gene-eIF2Bepsilon/gene-RpL7/gene-pix/gene-TrpRS/gene-RpS14/gene-LOC142974472/gene-HemK2/gene-RpS20/gene-Dhs/gene-eIF4EHP/gene-LOC142983220/gene-mTerf3/gene-mRpL28/gene-sta/gene-Elp3/gene-eIF3h",219,"BP"
"GO:0005761","mitochondrial ribosome","78/3690","81/9658",0.962962962962963,2.5204055003513,10.8045600942075,3.24111696395256e-29,3.70567706211909e-26,3.31958611150088e-26,"gene-mRpL49/gene-mRpL15/gene-mRpS18C/gene-mRpL40/gene-mRpS23/gene-mRpL16/gene-mRpL46/gene-mRpL18/gene-mRpS6/gene-mRpL51/gene-mRpS24/gene-mRpL34/gene-mRpL47/gene-mRpS35/gene-LOC142981581/gene-mRpS9/gene-mRpL13/gene-mRpL27/gene-mRpS33/gene-mRpS7/gene-mRpS17/gene-mRpL30/gene-mRpL14/gene-mRpL23/gene-mRpS12/gene-mRpL2/gene-mRpL52/gene-mRpL12/gene-mRpS34/gene-mRpL39/gene-mRpL32/gene-mRpS14/gene-LOC142987909/gene-mRpS2/gene-mRpS18A/gene-mRpL33/gene-mRpS21/gene-mRpS11/gene-mRpL37/gene-mRpL10/gene-mRpS18B/gene-mRpL1/gene-LOC142974411/gene-mRpL3/gene-LOC142979807/gene-LOC142972638/gene-LOC142972637/gene-mRpL19/gene-mRpL35/gene-bonsai/gene-mRpL48/gene-mRpL43/gene-mRpL17/gene-mRpL9/gene-mRpS10/gene-mRpL45/gene-mRpL22/gene-mRpL44/gene-mRpS5/gene-mRpL53/gene-mRpL11/gene-mRpL4/gene-mRpL38/gene-LOC142974534/gene-LOC142973376/gene-mRpL50/gene-mRpS25/gene-mRpS29/gene-mRpL24/gene-mRpS30/gene-mRpL54/gene-mRpS31/gene-LOC142981491/gene-LOC142972542/gene-mRpS22/gene-mRpS26/gene-Dic1/gene-mRpL28",78,"CC"
"GO:0000313","organellar ribosome","77/3690","80/9658",0.9625,2.51919376693767,10.7285403412832,8.27642680480648e-29,8.11089826871035e-26,7.26583153179853e-26,"gene-mRpL49/gene-mRpL15/gene-mRpS18C/gene-mRpL40/gene-mRpS23/gene-mRpL16/gene-mRpL46/gene-mRpL18/gene-mRpS6/gene-mRpL51/gene-mRpS24/gene-mRpL34/gene-mRpL47/gene-mRpS35/gene-LOC142981581/gene-mRpS9/gene-mRpL13/gene-mRpL27/gene-mRpS33/gene-mRpS7/gene-mRpS17/gene-mRpL30/gene-mRpL14/gene-mRpL23/gene-mRpS12/gene-mRpL2/gene-mRpL52/gene-mRpL12/gene-mRpS34/gene-mRpL39/gene-mRpL32/gene-mRpS14/gene-LOC142987909/gene-mRpS2/gene-mRpS18A/gene-mRpL33/gene-mRpS21/gene-mRpS11/gene-mRpL37/gene-mRpL10/gene-mRpS18B/gene-mRpL1/gene-LOC142974411/gene-mRpL3/gene-LOC142972638/gene-LOC142972637/gene-mRpL19/gene-mRpL35/gene-bonsai/gene-mRpL48/gene-mRpL43/gene-mRpL17/gene-mRpL9/gene-mRpS10/gene-mRpL45/gene-mRpL22/gene-mRpL44/gene-mRpS5/gene-mRpL53/gene-mRpL11/gene-mRpL4/gene-mRpL38/gene-LOC142974534/gene-LOC142973376/gene-mRpL50/gene-mRpS25/gene-mRpS29/gene-mRpL24/gene-mRpS30/gene-mRpL54/gene-mRpS31/gene-LOC142981491/gene-LOC142972542/gene-mRpS22/gene-mRpS26/gene-Dic1/gene-mRpL28",77,"CC"
"GO:0005740","mitochondrial envelope","280/3690","447/9658",0.626398210290828,1.63949970595903,10.8858065204655,9.31341327603626e-27,7.98625188420109e-24,7.15417193493417e-24,"gene-ND-B17.2/gene-NP15.6/gene-bel/gene-ND-13A/gene-LOC142977612/gene-mRpL49/gene-Cisd2/gene-ND-ASHI/gene-ND-B18/gene-ND-ACP/gene-mRpL15/gene-ND-B16.6/gene-ND-B12/gene-LOC142973585/gene-ox/gene-blp/gene-LOC142987685/gene-LOC142977922/gene-Acadvl/gene-LOC142987536/gene-mRpS18C/gene-LOC142977913/gene-sun/gene-ATPsynF/gene-ND-B15/gene-LOC142980234/gene-mRpL40/gene-LOC142980365/gene-LOC142987402/gene-CLS/gene-LOC142974754/gene-mRpS23/gene-LOC142977953/gene-mRpL16/gene-ATPsynE/gene-LOC142975328/gene-mRpL46/gene-LOC142975930/gene-ATPsynG/gene-mRpS6/gene-mRpL51/gene-LOC142977517/gene-Dhod/gene-Tim8/gene-LOC142984621/gene-Stoml2/gene-mRpS24/gene-LOC142984567/gene-mRpL47/gene-ND-B17/gene-Cmc1/gene-mRpS35/gene-UQCR-Q/gene-cype/gene-Blos1/gene-ND-39/gene-LOC142981526/gene-LOC142981581/gene-ND-B14.5B/gene-mRpS9/gene-ND-B14.7/gene-mRpL13/gene-mRpL27/gene-Tim9a/gene-ND-13B/gene-ATPsynO/gene-mRpS33/gene-ATPsynCF6/gene-LOC142980491/gene-mRpS7/gene-mRpS17/gene-mRpL14/gene-mRpL23/gene-LOC142978250/gene-Sod2/gene-LOC142982820/gene-LOC142977652/gene-mRpL2/gene-LOC142984185/gene-mRpL12/gene-LOC142976760/gene-rho-7/gene-mRpS34/gene-PCB/gene-COX5A/gene-LOC142973869/gene-Scox/gene-BmDJ-1beta/gene-ND-PDSW/gene-mRpL39/gene-mRpL32/gene-ND-B8/gene-mRpS14/gene-Phb2/gene-LOC142982317/gene-ND-SGDH/gene-LOC142987909/gene-Cox11/gene-mRpS2/gene-LOC142976110/gene-Ndufs8/gene-LOC142972461/gene-mRpS18A/gene-mRpS21/gene-Uqcc1/gene-Sarm/gene-LOC142973734/gene-Uqcr11/gene-ATPsynD/gene-LOC142981408/gene-ND-MNLL/gene-mge/gene-BI-1/gene-mRpS11/gene-mRpL37/gene-LOC142984096/gene-LOC142980570/gene-SCAR/gene-mRpS18B/gene-LOC142974394/gene-LOC142979033/gene-LOC142981532/gene-LOC142983192/gene-mRpL1/gene-YME1L/gene-BNIP3/gene-LOC142974411/gene-OXA1L/gene-Bcs1/gene-ND-B22/gene-mRpL3/gene-Cyt-c1/gene-LOC142982836/gene-ND-24/gene-ND-30/gene-ND-42/gene-LOC142972637/gene-LOC142979650/gene-mRpL19/gene-ATPsynB/gene-LOC142977004/gene-l(2)37Bb/gene-shi/gene-LOC142981452/gene-Coq9/gene-LOC142982770/gene-140up/gene-LOC142982290/gene-LOC142979424/gene-mRpL35/gene-bonsai/gene-Uccr/gene-mRpL48/gene-Surf1/gene-mRpL43/gene-mRpL17/gene-ATPsyndelta/gene-ND-18/gene-Ttc19/gene-mRpL9/gene-Pmi/gene-LOC142979225/gene-mRpS10/gene-Ccdc56/gene-mRpL45/gene-Dhfr/gene-EMRE/gene-foxo/gene-l(3)neo43/gene-mRpL22/gene-mRpL44/gene-Eph/gene-ECSIT/gene-LOC142983499/gene-LOC142978729/gene-mRpS5/gene-LOC142980539/gene-LOC142984620/gene-colt/gene-mRpL4/gene-LOC142986774/gene-Gdap1/gene-sea/gene-Drp1/gene-mRpL38/gene-Tim10/gene-Ppox/gene-Rim2/gene-ScpX/gene-LOC142973376/gene-Arl2/gene-mino/gene-mRpS25/gene-Phb1/gene-LOC142987070/gene-LOC142980260/gene-mRpS29/gene-LOC142984806/gene-Coprox/gene-LOC142980986/gene-mRpL24/gene-heix/gene-LOC142972933/gene-Ant/gene-LOC142975824/gene-mRpS30/gene-mRpL54/gene-LOC142987512/gene-LOC142974003/gene-LOC142977808/gene-mRpS31/gene-LOC142973062/gene-Ak2/gene-SdhA/gene-LOC142981634/gene-LOC142985213/gene-LOC142972243/gene-LOC142976198/gene-LOC142981541/gene-Mcad/gene-Sdhaf3/gene-LOC142981491/gene-Swip-1/gene-LOC142980296/gene-Sirt2/gene-LOC142973375/gene-LOC142977227/gene-Tim23/gene-LOC142981472/gene-CIA30/gene-mRpS22/gene-LOC142978528/gene-Atf-2/gene-Taz/gene-Gpo1/gene-Cchl/gene-sicily/gene-LOC142977187/gene-LOC142980988/gene-LOC142979256/gene-LOC142981465/gene-LOC142977238/gene-MICU1/gene-Pisd/gene-LOC142976034/gene-Dic1/gene-LOC142981939/gene-LOC142983063/gene-shop/gene-LOC142980036/gene-LOC142976516/gene-LOC142983905/gene-LOC142985014/gene-LOC142984486/gene-LOC142975891/gene-RpS3/gene-Fbxl4/gene-Trap1/gene-LOC142982901/gene-Fdx2/gene-Nc73EF/gene-Miro/gene-Roe1/gene-LOC142981938/gene-GABA-B-R1/gene-Lpin/gene-blw/gene-Acsl/gene-raf/gene-PNPase/gene-CRAT/gene-Adck1/gene-Mulk/gene-LOC142979413/gene-LOC142974053/gene-UQCR-C2/gene-ATPsynC/gene-mTerf3/gene-ND-49/gene-mRpL28",280,"CC"
